date,temp,humidity,precip,windspeed,uvindex,avg_e_price,avg_s_price,Station_1454,Station_1425,Station_1916,Station_980,Station_387,Station_1345,Station_1252,Station_2379,Station_669,Station_1984,Station_267,Station_178,Station_807,Station_786,Station_851,Station_1880,Station_1311,Station_732,Station_1419,Station_734,Station_762,Station_1064
2023/7/1 10:00,17.9,94.44,0.0,23.8,1,0.255759501,0.255759501,12.8,12.8,11.25142857,6.4,6.4,6.4,6.4,6.4,22.3125667,12.7,2.147747748,19.32076397,11.15628335,10.10238542,11.70238542,1.081081081,12.8,0.8,6.4,13.86666667,0.0,8.533333333
2023/7/1 11:00,17.9,93.98,0.007,21.9,1,0.255760128,0.255760128,12.8,12.8,11.24571429,6.4,6.4,6.4,6.4,6.4,22.23492736,12.7,2.118918919,19.2701811,11.11746368,10.07059174,11.67059174,1.052252252,12.8,0.806349206,6.4,13.86666667,0.0,8.533333333
2023/7/1 12:00,18.6,94.31,0.0,24.2,2,0.255759758,0.255759758,12.8,12.8,11.24,6.4,6.4,6.4,6.4,6.4,22.15728803,12.7,2.09009009,19.21959823,11.07864401,10.03879806,11.63879806,1.023423423,12.8,0.812698413,6.4,13.86666667,0.0,8.533333333
2023/7/1 13:00,18.7,90.04,0.0,24.4,3,0.255760345,0.255760345,12.8,12.8,11.23428571,6.4,6.4,6.4,6.4,6.4,22.07964869,12.7,2.061261261,19.16901536,11.03982435,10.00700438,11.60700438,0.994594595,12.60246914,0.819047619,6.4,13.86666667,0.0,8.533333333
2023/7/1 14:00,18.6,84.99,2.561,25.6,4,0.255759689,0.255759689,12.8,12.8,11.22857143,6.4,6.4,6.4,6.4,6.4,22.00200936,12.7,2.032432432,19.11843249,11.00100468,9.975210697,11.5752107,0.965765766,12.40493827,0.825396825,6.4,13.86666667,0.0,8.533333333
2023/7/1 15:00,17.5,89.91,0.0,27.4,2,0.255760021,0.255760021,12.8,12.8,11.22285714,6.4,6.4,6.4,6.4,6.4,21.92437003,12.7,2.003603604,19.06784962,10.96218501,9.943417017,11.54341702,0.936936937,12.20740741,0.831746032,6.4,13.86666667,0.0,8.533333333
2023/7/1 16:00,18.0,85.74,0.0,26.4,3,0.255760925,0.255760925,12.8,12.8,11.21714286,6.4,6.4,6.4,6.4,6.4,21.84673069,12.7,1.974774775,19.01726674,10.92336535,9.911623336,11.51162334,0.908108108,12.00987654,0.838095238,6.4,13.86666667,0.0,8.533333333
2023/7/1 17:00,18.2,79.78,0.0,22.2,2,0.255744044,0.255744044,12.8,12.8,11.21142857,6.4,6.4,6.4,6.4,6.4,21.76909136,12.7,1.945945946,18.96668387,10.88454568,9.879829655,11.47982966,0.879279279,11.81234568,0.844444444,6.4,13.86666667,0.0,8.533333333
2023/7/1 18:00,18.7,77.33,0.0,24.4,2,0.255759212,0.255759212,12.8,12.8,11.20571429,6.4,6.4,6.4,6.4,6.4,21.69145203,12.7,1.917117117,18.916101,10.84572601,9.848035975,11.44803597,0.85045045,11.61481481,0.850793651,6.4,13.86666667,0.0,8.533333333
2023/7/1 19:00,18.0,81.3,0.0,25.2,0,0.255759417,0.255759417,12.8,12.8,11.2,6.4,6.4,6.4,6.4,6.4,21.61381269,12.7,1.888288288,18.86551813,10.80690635,9.816242294,11.41624229,0.821621622,11.41728395,0.857142857,6.4,13.86666667,0.0,8.533333333
2023/7/1 20:00,17.9,80.8,0.0,20.9,0,0.255759688,0.255759688,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,21.53617336,12.7,1.859459459,18.81493526,10.76808668,9.784448614,11.38444861,0.792792793,11.21975309,0.863492063,6.4,13.86666667,0.0,8.533333333
2023/7/1 21:00,17.9,77.18,0.0,16.0,0,0.255759884,0.255759884,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,21.45853403,12.7,1.830630631,18.76435239,10.72926701,9.752654933,11.35265493,0.763963964,11.02222222,0.86984127,6.4,13.86666667,3.733333333,8.533333333
2023/7/1 22:00,17.9,72.71,0.0,15.4,0,0.255759806,0.255759806,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,21.38089469,12.7,1.801801802,18.71376952,10.69044735,9.720861253,11.32086125,0.735135135,10.82469136,0.876190476,6.4,13.86666667,3.733333333,8.533333333
2023/7/1 23:00,17.8,76.92,0.0,18.4,0,0.255761923,0.255761923,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,21.30325536,12.7,1.772972973,18.66318665,10.65162768,9.689067572,11.28906757,0.706306306,10.62716049,0.882539683,6.4,13.86666667,1.6,8.533333333
2023/7/2 0:00,17.8,76.97,0.0,17.1,0,0.255759535,0.255759535,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,21.22561603,12.7,1.744144144,18.61260378,10.61280801,9.657273891,11.25727389,0.677477477,10.42962963,0.888888889,6.4,13.86666667,3.2,8.533333333
2023/7/2 1:00,17.1,70.89,0.0,19.3,0,0.255773319,0.255773319,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,21.14797669,12.7,1.715315315,18.56202091,10.57398835,9.625480211,11.22548021,0.648648649,10.23209877,0.895238095,6.4,13.86666667,5.866666667,8.533333333
2023/7/2 2:00,16.8,62.06,0.098,21.6,0,0.255760466,0.255760466,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,21.07033736,12.7,1.686486486,18.51143804,10.53516868,9.59368653,11.19368653,0.61981982,10.0345679,0.901587302,6.4,13.86666667,4.8,8.533333333
2023/7/2 3:00,15.9,68.01,0.0,17.4,0,0.255760402,0.255760402,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,20.99269803,12.7,1.657657658,18.46085516,10.49634901,9.56189285,11.16189285,0.590990991,9.837037037,0.907936508,6.4,13.86666667,6.4,8.533333333
2023/7/2 4:00,15.2,68.0,0.0,19.4,0,0.255760294,0.255760294,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,20.91505869,12.7,1.628828829,18.41027229,10.45752935,9.530099169,11.13009917,0.562162162,9.639506173,0.914285714,6.4,13.86666667,6.4,8.533333333
2023/7/2 5:00,14.9,69.63,0.0,19.6,0,0.255760145,0.255760145,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,20.83741936,12.7,1.6,18.35968942,10.41870968,9.498305489,11.09830549,0.533333333,9.441975309,0.920634921,6.4,13.86666667,7.466666667,8.533333333
2023/7/2 6:00,14.2,76.41,0.0,19.2,0,0.255759863,0.255759863,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,20.75978002,12.7,1.571171171,18.30910655,10.37989001,9.466511808,11.06651181,6.4,9.244444444,0.926984127,6.4,13.86666667,12.8,8.533333333
2023/7/2 7:00,15.1,72.53,0.0,22.8,0,0.255760111,0.255760111,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,20.68214069,12.7,1.542342342,18.25852368,10.34107035,9.434718127,11.03471813,6.4,9.04691358,0.933333333,6.4,13.86666667,12.8,8.533333333
2023/7/2 8:00,16.0,71.89,0.454,27.1,3,0.255760155,0.255760155,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,20.60450136,12.7,1.513513514,18.20794081,10.30225068,9.402924447,11.00292445,6.4,8.849382716,0.93968254,6.4,13.86666667,12.8,8.533333333
2023/7/2 9:00,16.9,64.89,0.0,32.1,1,0.25575991,0.25575991,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,20.52686202,12.7,1.484684685,18.15735794,10.26343101,9.371130766,10.97113077,6.4,8.651851852,0.946031746,6.4,13.86666667,12.8,8.533333333
2023/7/2 10:00,17.1,67.34,0.0,31.6,2,0.255759499,0.255759499,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,20.44922269,12.7,1.455855856,18.10677507,10.22461135,9.339337086,10.93933709,6.4,8.454320988,0.952380952,6.4,13.86666667,12.8,8.533333333
2023/7/2 11:00,17.1,66.3,0.0,30.5,2,0.255760125,0.255760125,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,20.37158336,12.7,1.427027027,18.0561922,10.18579168,9.307543405,10.90754341,6.4,8.256790123,0.958730159,6.4,13.86666667,8.0,8.533333333
2023/7/2 12:00,17.9,62.35,0.0,33.0,9,0.255759756,0.255759756,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,20.29394402,12.7,1.398198198,18.00560933,10.14697201,9.275749725,10.87574972,6.4,8.059259259,0.965079365,6.4,13.86666667,6.4,8.533333333
2023/7/2 13:00,18.7,53.62,0.0,31.3,6,0.255760343,0.255760343,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,20.21630469,12.7,1.369369369,17.95502646,10.10815234,9.243956044,10.84395604,6.4,7.861728395,0.971428571,6.4,13.86666667,6.4,8.533333333
2023/7/2 14:00,18.8,50.51,0.0,30.8,6,0.255759687,0.255759687,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,20.13866536,4.233333333,1.340540541,17.90444358,10.06933268,9.212162363,10.81216236,6.4,7.664197531,0.977777778,6.4,13.86666667,6.4,8.533333333
2023/7/2 15:00,18.9,55.23,0.0,29.1,2,0.255760019,0.255760019,12.8,12.8,9.066666667,6.4,6.4,6.4,6.4,6.4,20.06102602,0.0,1.311711712,17.85386071,10.03051301,9.180368683,10.78036868,6.4,7.466666667,0.984126984,6.4,13.86666667,6.4,8.533333333
2023/7/2 16:00,19.4,48.65,0.0,30.2,2,0.255760923,0.255760923,12.8,12.8,9.066666667,6.4,6.4,6.4,6.4,6.4,19.98338669,0.0,1.282882883,17.80327784,9.991693345,9.148575002,10.748575,6.4,12.8,0.99047619,6.4,13.86666667,2.666666667,8.533333333
2023/7/2 17:00,19.6,47.47,0.0,32.0,3,0.255744043,0.255744043,12.8,12.8,9.066666667,6.4,6.4,6.4,6.4,6.4,19.90574736,0.0,1.254054054,17.75269497,9.952873678,9.116781322,10.71678132,6.4,8.533333333,0.996825397,6.4,13.86666667,0.0,8.533333333
2023/7/2 18:00,18.9,50.03,0.0,30.5,2,0.255759209,0.255759209,12.8,12.8,9.066666667,6.4,6.4,6.4,6.4,6.4,19.82810802,0.0,1.225225225,17.7021121,9.914054011,9.084987641,10.68498764,6.4,6.4,1.003174603,6.4,13.86666667,5.333333333,8.533333333
2023/7/2 19:00,18.8,53.76,0.0,27.6,1,0.255759415,0.255759415,12.8,12.8,9.066666667,6.4,6.4,6.4,6.4,6.4,19.75046869,0.0,1.196396396,17.65152923,9.875234344,9.053193961,10.65319396,6.4,6.4,1.00952381,6.4,13.86666667,6.4,8.533333333
2023/7/2 20:00,18.1,59.34,0.0,27.9,1,0.255759686,0.255759686,12.8,12.8,9.066666667,6.4,6.4,6.4,6.4,6.4,19.67282936,0.0,1.167567568,17.60094636,9.836414678,9.02140028,10.62140028,6.4,6.4,1.015873016,6.4,13.86666667,6.4,8.533333333
2023/7/2 21:00,17.8,63.59,0.0,24.4,0,0.255759882,0.255759882,12.8,12.8,9.066666667,6.4,6.4,6.4,6.4,6.4,19.59519002,0.0,1.138738739,17.55036349,9.797595011,8.989606599,10.5896066,6.4,6.4,1.022222222,6.4,13.86666667,6.4,8.533333333
2023/7/2 22:00,17.8,67.36,0.0,22.5,0,0.255759804,0.255759804,12.8,12.8,9.066666667,6.4,6.4,6.4,6.4,6.4,19.51755069,0.0,1.10990991,17.49978062,9.758775344,8.957812919,10.55781292,6.4,6.4,1.028571429,6.4,13.86666667,6.4,8.533333333
2023/7/2 23:00,17.0,73.42,0.0,22.2,0,0.255761921,0.255761921,12.8,12.8,9.066666667,6.4,6.4,6.4,6.4,6.4,19.43991135,0.0,1.081081081,17.44919775,9.719955677,8.926019238,10.52601924,6.4,6.4,1.034920635,6.4,13.86666667,6.4,8.533333333
2023/7/3 0:00,17.0,75.25,0.0,21.1,0,0.255759533,0.255759533,12.8,12.8,9.066666667,6.4,6.4,6.4,6.4,6.4,19.36227202,10.58333333,1.052252252,17.39861488,9.681136011,8.894225558,10.49422556,6.4,6.4,1.041269841,6.4,13.86666667,6.4,8.533333333
2023/7/3 1:00,16.9,75.85,0.0,19.3,0,0.255773316,0.255773316,12.8,12.8,10.13333333,6.4,6.4,6.4,6.4,6.4,19.28463269,12.7,1.023423423,17.348032,9.642316344,8.862431877,10.46243188,6.4,6.4,1.047619048,6.4,13.86666667,6.4,8.533333333
2023/7/3 2:00,16.9,74.32,0.0,19.8,0,0.255760465,0.255760465,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,19.20699335,12.7,0.994594595,17.29744913,9.603496677,8.830638196,10.4306382,6.4,6.4,1.053968254,6.4,13.86666667,6.4,8.533333333
2023/7/3 3:00,16.9,72.76,0.0,27.1,0,0.2557604,0.2557604,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,19.12935402,12.7,0.965765766,17.24686626,9.56467701,8.798844516,10.39884452,6.4,6.4,1.06031746,6.4,13.86666667,6.4,8.533333333
2023/7/3 4:00,16.7,58.64,0.0,23.1,0,0.255760292,0.255760292,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,19.05171469,12.7,0.936936937,17.19628339,9.525857344,8.767050835,10.36705084,6.4,6.4,1.066666667,6.4,13.86666667,2.666666667,8.533333333
2023/7/3 5:00,15.8,61.91,0.0,22.3,0,0.255760143,0.255760143,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,18.97407535,12.7,0.908108108,17.14570052,9.487037677,8.735257155,10.33525715,6.4,6.4,6.4,6.4,13.86666667,0.0,8.533333333
2023/7/3 6:00,15.8,64.15,0.0,20.1,0,0.255759861,0.255759861,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,18.89643602,12.7,0.879279279,17.09511765,9.44821801,8.703463474,10.30346347,6.4,6.4,6.4,6.4,13.86666667,0.0,8.533333333
2023/7/3 7:00,15.9,64.27,0.0,22.5,1,0.255760109,0.255760109,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,18.81879669,12.7,0.85045045,17.04453478,9.409398343,8.671669794,10.27166979,6.4,6.4,6.4,6.4,13.86666667,0.0,8.533333333
2023/7/3 8:00,16.7,64.0,0.0,25.8,3,0.255760153,0.255760153,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,18.74115735,12.7,0.821621622,16.99395191,9.370578677,8.639876113,10.23987611,6.4,6.4,6.4,6.4,13.86666667,0.0,8.533333333
2023/7/3 9:00,16.9,63.1,0.0,25.2,1,0.255759908,0.255759908,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,18.66351802,12.7,0.792792793,16.94336904,9.33175901,8.608082432,10.20808243,6.4,6.4,2.133333333,6.4,13.86666667,5.866666667,8.533333333
2023/7/3 10:00,17.1,62.82,0.0,31.0,3,0.255759497,0.255759497,12.8,12.8,15.46666667,6.4,6.4,6.4,6.4,6.4,18.58587869,12.7,0.763963964,16.89278617,9.292939343,8.576288752,10.17628875,6.4,11.2,0.0,6.4,13.86666667,6.4,8.533333333
2023/7/3 11:00,17.8,59.95,0.0,28.6,2,0.255760123,0.255760123,12.8,12.8,11.73333333,6.4,6.4,6.4,6.4,6.4,18.50823935,12.7,0.735135135,16.8422033,9.254119676,8.544495071,10.14449507,6.4,9.6,0.0,6.4,13.86666667,6.4,8.533333333
2023/7/3 12:00,17.8,59.63,0.0,31.4,4,0.255759754,0.255759754,12.8,12.8,7.538738739,6.4,6.4,6.4,6.4,6.4,18.43060002,12.7,0.706306306,16.79162042,9.215300009,8.512701391,10.11270139,6.4,10.13333333,0.0,6.4,13.86666667,6.4,8.533333333
2023/7/3 13:00,17.9,56.77,0.0,33.2,3,0.255760341,0.255760341,12.8,12.8,5.477477477,6.4,6.4,6.4,6.4,6.4,18.35296069,12.7,0.677477477,16.74103755,9.176480343,8.48090771,10.08090771,6.4,12.8,0.0,6.4,13.86666667,6.4,8.533333333
2023/7/3 14:00,18.4,55.16,0.0,36.5,5,0.255759686,0.255759686,12.8,12.8,5.54954955,6.4,6.4,6.4,6.4,6.4,18.27532135,12.7,0.648648649,16.69045468,9.137660676,8.44911403,10.04911403,6.4,12.8,0.0,6.4,13.86666667,6.4,8.533333333
2023/7/3 15:00,17.1,61.83,0.0,34.4,4,0.255760017,0.255760017,12.8,12.8,5.621621622,6.4,6.4,6.4,6.4,6.4,18.19768202,12.7,0.61981982,16.63987181,9.098841009,8.417320349,10.01732035,6.4,8.533333333,0.0,6.4,13.86666667,8.0,8.533333333
2023/7/3 16:00,18.6,50.45,0.0,36.8,2,0.255760921,0.255760921,12.8,12.8,5.693693694,6.4,6.4,6.4,6.4,6.4,18.12004268,12.7,0.590990991,16.58928894,9.060021342,8.385526668,9.985526668,6.4,6.4,0.0,6.4,13.86666667,8.0,8.533333333
2023/7/3 17:00,18.7,50.02,0.0,38.0,7,0.255744043,0.255744043,12.8,12.8,5.765765766,6.4,6.4,6.4,6.4,6.4,18.04240335,12.7,0.562162162,16.53870607,9.021201676,8.353732988,9.953732988,6.4,8.533333333,0.0,6.4,13.86666667,6.933333333,8.533333333
2023/7/3 18:00,18.7,54.78,0.0,38.1,2,0.255759207,0.255759207,12.8,12.8,5.837837838,6.4,6.4,6.4,6.4,6.4,17.96476402,11.64166667,0.533333333,16.4881232,8.982382009,8.321939307,9.921939307,6.4,12.8,0.533333333,6.4,13.86666667,7.466666667,8.533333333
2023/7/3 19:00,18.6,58.5,0.0,35.1,1,0.255759413,0.255759413,12.8,12.8,5.90990991,6.4,6.4,6.4,6.4,6.4,17.88712468,12.7,0.0,16.43754033,8.943562342,8.290145627,9.890145627,6.4,12.8,0.572357724,6.4,13.86666667,11.2,8.533333333
2023/7/3 20:00,17.7,65.72,0.018,36.3,0,0.255759683,0.255759683,12.8,12.8,5.981981982,6.4,6.4,6.4,6.4,6.4,17.80948535,12.7,1.066666667,16.38695746,8.904742675,8.258351946,9.858351946,6.4,12.8,0.611382114,6.4,13.86666667,5.333333333,8.533333333
2023/7/3 21:00,15.5,88.13,0.0,29.8,0,0.25575988,0.25575988,12.8,12.8,6.054054054,6.4,6.4,6.4,6.4,6.4,17.73184602,12.7,0.0,16.33637459,8.865923009,8.226558266,9.826558266,6.4,12.8,0.650406504,6.4,13.86666667,5.333333333,8.533333333
2023/7/3 22:00,15.1,85.75,0.0,28.0,0,0.255759802,0.255759802,12.8,12.8,6.126126126,6.4,6.4,6.4,6.4,6.4,17.65420668,8.466666667,0.0,16.28579172,8.827103342,8.194764585,9.794764585,6.4,12.8,0.689430894,6.4,13.86666667,5.333333333,8.533333333
2023/7/3 23:00,15.2,83.94,0.146,20.7,0,0.255761919,0.255761919,12.8,12.8,6.198198198,6.4,6.4,6.4,6.4,6.4,17.57656735,0.0,0.0,16.23520884,8.788283675,8.162970904,9.762970904,6.4,12.8,0.728455285,6.4,13.86666667,5.333333333,8.533333333
2023/7/4 0:00,14.9,85.4,0.0,20.6,0,0.255759532,0.255759532,12.8,12.8,6.27027027,6.4,6.4,6.4,6.4,6.4,17.49892802,0.0,0.0,16.18462597,8.749464008,8.131177224,9.731177224,6.4,12.8,0.767479675,6.4,13.86666667,5.333333333,8.533333333
2023/7/4 1:00,15.7,76.78,0.0,19.2,0,0.255773312,0.255773312,12.8,12.8,6.342342342,6.4,6.4,6.4,6.4,6.4,17.42128868,0.0,0.0,16.1340431,8.710644342,8.099383543,9.699383543,6.4,12.8,0.806504065,6.4,13.86666667,5.333333333,8.533333333
2023/7/4 2:00,14.9,80.56,3.922,18.7,0,0.255760464,0.255760464,12.8,12.8,6.414414414,6.4,6.4,6.4,6.4,6.4,17.34364935,0.0,0.0,16.08346023,8.671824675,8.067589863,9.667589863,6.4,12.8,0.845528455,6.4,13.86666667,5.333333333,8.533333333
2023/7/4 3:00,14.9,72.43,0.0,19.2,0,0.255760399,0.255760399,12.8,12.8,6.486486486,6.4,6.4,6.4,6.4,6.4,17.26601002,0.0,0.0,16.03287736,8.633005008,8.035796182,9.635796182,6.4,12.8,0.884552846,6.4,13.86666667,5.333333333,8.533333333
2023/7/4 4:00,14.8,73.39,0.0,18.6,0,0.25576029,0.25576029,12.8,12.8,6.558558559,6.4,6.4,6.4,6.4,6.4,17.18837068,0.0,0.0,15.98229449,8.594185341,8.004002502,9.604002502,6.4,12.8,0.923577236,6.4,13.86666667,5.333333333,8.533333333
2023/7/4 5:00,14.1,72.34,0.0,19.4,0,0.255760141,0.255760141,12.8,12.8,13.03063063,6.4,6.4,6.4,6.4,6.4,17.11073135,0.0,0.0,15.93171162,8.555365675,7.972208821,9.572208821,6.4,12.8,0.962601626,6.4,13.86666667,5.333333333,8.533333333
2023/7/4 6:00,14.8,69.2,0.0,15.9,0,0.255759859,0.255759859,12.8,12.8,13.1027027,6.4,6.4,6.4,6.4,6.4,17.03309202,0.0,0.0,15.88112875,8.516546008,7.94041514,9.54041514,6.4,12.8,1.001626016,6.4,13.86666667,5.333333333,8.533333333
2023/7/4 7:00,14.9,69.26,0.0,17.3,1,0.255760107,0.255760107,12.8,12.8,13.17477477,6.4,6.4,6.4,6.4,6.4,16.95545268,0.0,0.0,15.83054588,8.477726341,7.90862146,9.50862146,6.4,12.8,1.040650407,6.4,13.86666667,5.333333333,8.533333333
2023/7/4 8:00,15.9,68.82,0.028,17.4,1,0.255760151,0.255760151,12.8,12.8,13.24684685,6.4,6.4,6.4,6.4,6.4,16.87781335,0.0,0.0,15.77996301,8.438906674,7.876827779,9.476827779,6.4,12.8,1.079674797,6.4,13.86666667,5.333333333,8.533333333
2023/7/4 9:00,16.1,71.22,0.0,25.4,1,0.255759906,0.255759906,12.8,12.8,13.31891892,6.4,6.4,6.4,6.4,6.4,16.80017401,0.0,0.0,15.72938014,8.400087007,7.845034099,9.445034099,6.4,12.8,1.118699187,6.4,13.86666667,5.333333333,8.533333333
2023/7/4 10:00,16.8,64.84,0.0,28.3,4,0.255759496,0.255759496,12.8,12.8,13.39099099,6.4,6.4,6.4,6.4,6.4,16.72253468,0.0,0.0,15.67879726,8.361267341,7.813240418,9.413240418,6.4,11.2,1.157723577,6.4,13.86666667,5.333333333,8.533333333
2023/7/4 11:00,17.1,64.05,0.0,26.5,2,0.255760121,0.255760121,12.8,12.8,13.46306306,6.4,6.4,6.4,6.4,6.4,16.64489535,7.408333333,0.0,15.62821439,8.322447674,7.781446738,9.381446738,6.4,6.4,1.196747967,6.4,13.86666667,5.333333333,8.533333333
2023/7/4 12:00,17.3,68.21,0.0,22.8,2,0.255759752,0.255759752,12.8,12.8,13.53513514,6.4,6.4,6.4,6.4,6.4,16.56725601,12.7,0.0,15.57763152,8.283628007,7.749653057,9.349653057,6.4,10.66666667,1.235772358,6.4,13.86666667,5.333333333,8.533333333
2023/7/4 13:00,18.0,62.74,0.0,27.5,3,0.255760338,0.255760338,12.8,12.8,9.340540541,6.4,6.4,6.4,6.4,6.4,16.48961668,12.7,6.4,15.52704865,8.24480834,7.717859376,9.317859376,6.4,12.8,1.274796748,6.4,13.86666667,5.333333333,8.533333333
2023/7/4 14:00,18.9,56.31,0.044,27.3,3,0.255759684,0.255759684,12.8,12.8,9.412612613,6.4,6.4,6.4,6.4,6.4,16.41197735,12.7,6.4,15.47646578,8.205988674,7.686065696,9.286065696,6.4,17.06666667,1.313821138,6.4,13.86666667,5.333333333,8.533333333
2023/7/4 15:00,19.5,51.32,0.0,30.7,7,0.255760015,0.255760015,12.8,12.8,9.484684685,6.4,6.4,6.4,6.4,6.4,16.33433801,12.7,6.4,15.42588291,8.167169007,7.654272015,9.254272015,6.4,17.09206349,1.352845528,6.4,13.86666667,5.333333333,8.533333333
2023/7/4 16:00,19.5,51.78,0.0,30.7,6,0.255760919,0.255760919,12.8,12.8,9.556756757,6.4,6.4,6.4,6.4,6.4,16.25669868,12.7,1.066666667,15.37530004,8.12834934,7.622478335,9.222478335,6.4,17.11746032,1.391869919,6.4,13.86666667,5.333333333,8.533333333
2023/7/4 17:00,18.8,54.18,0.0,26.3,5,0.255744042,0.255744042,12.8,12.8,9.628828829,6.4,6.4,6.4,6.4,6.4,16.17905935,12.7,0.0,15.32471717,8.089529673,7.590684654,9.190684654,6.4,17.14285714,1.430894309,6.4,13.86666667,5.333333333,8.533333333
