date,temp,humidity,precip,windspeed,uvindex,avg_e_price,avg_s_price,Station_57,Station_1908,Station_1859,Station_2110,Station_527,Station_63,Station_1491,Station_2180,Station_877,Station_1642,Station_1899,Station_373,Station_258,Station_482,Station_1197,Station_567,Station_1415,Station_573,Station_260,Station_1828,Station_2093,Station_1735,Station_327,Station_496,Station_1780,Station_765,Station_1227,Station_1653,Station_1962
2023/7/1 10:00,17.9,94.44,0.0,23.8,1,0.255759501,0.255759501,0.0,6.4,12.8,4.101041667,0.0,13.49040084,6.4,12.7,19.2,0.0,4.460606061,9.484057971,3.037681159,0.0,6.933333333,12.8,0.0,0.0,12.8,0.693333333,1.425925926,6.4,6.4,1.451851852,12.8,3.621052632,0.0,1.251851852,0.874450085
2023/7/1 11:00,17.9,93.98,0.007,21.9,1,0.255760128,0.255760128,0.0,0.0,8.533333333,4.123090278,0.0,13.47700422,6.4,4.233333333,19.2,0.0,4.622222222,9.530434783,2.968115942,0.0,0.0,12.8,0.0,4.266666667,8.0,0.697142857,1.422222222,0.0,6.4,1.457777778,12.8,3.564912281,0.0,1.244444444,0.882571912
2023/7/1 12:00,18.6,94.31,0.0,24.2,2,0.255759758,0.255759758,0.0,0.0,6.4,4.145138889,0.0,13.46360759,6.4,4.194848485,19.2,0.0,4.783838384,9.576811594,2.898550725,2.666666667,0.0,12.8,0.0,6.4,6.4,0.700952381,1.418518519,0.0,6.4,1.463703704,12.8,3.50877193,0.0,1.237037037,0.890693739
2023/7/1 13:00,18.7,90.04,0.0,24.4,3,0.255760345,0.255760345,0.0,0.0,6.4,4.1671875,0.0,13.45021097,6.4,4.156363636,22.93333333,0.0,4.945454545,9.623188406,2.828985507,4.266666667,2.666666667,12.8,0.0,6.4,6.4,0.704761905,1.414814815,0.0,6.4,1.46962963,12.8,3.452631579,0.0,1.22962963,0.898815567
2023/7/1 14:00,18.6,84.99,2.561,25.6,4,0.255759689,0.255759689,16.66666667,0.0,6.4,4.189236111,0.0,13.43681435,6.4,4.117878788,19.2,0.0,5.107070707,9.669565217,2.75942029,0.533333333,6.4,12.8,0.0,6.4,6.4,0.708571429,1.411111111,0.0,6.4,1.475555556,12.8,3.396491228,3.2,1.222222222,0.906937394
2023/7/1 15:00,17.5,89.91,0.0,27.4,2,0.255760021,0.255760021,50.0,0.0,6.4,4.211284722,0.0,13.42341772,6.4,4.079393939,19.2,0.0,5.268686869,9.715942029,2.689855072,1.066666667,6.4,12.8,0.0,6.4,3.2,0.712380952,1.407407407,0.0,6.4,1.481481481,12.8,3.340350877,6.4,1.214814815,0.915059222
2023/7/1 16:00,18.0,85.74,0.0,26.4,3,0.255760925,0.255760925,50.0,0.0,6.4,4.233333333,0.0,13.4100211,6.4,4.040909091,19.2,0.0,5.43030303,9.762318841,2.620289855,6.4,6.4,12.8,0.0,6.4,0.0,0.716190476,1.403703704,6.4,6.4,1.487407407,12.8,3.284210526,6.4,1.207407407,0.923181049
2023/7/1 17:00,18.2,79.78,0.0,22.2,2,0.255744044,0.255744044,50.0,0.0,6.4,4.255381944,0.0,13.39662447,6.4,4.002424242,19.2,0.0,5.591919192,9.808695652,2.550724638,6.4,6.4,12.8,5.333333333,6.4,0.0,0.72,1.4,0.533333333,9.066666667,1.493333333,12.8,3.228070175,1.066666667,1.2,0.931302876
2023/7/1 18:00,18.7,77.33,0.0,24.4,2,0.255759212,0.255759212,50.0,0.0,6.4,4.277430556,0.0,13.38322785,6.4,3.963939394,19.2,6.4,5.753535354,9.855072464,2.48115942,6.4,6.4,12.8,6.4,8.0,0.0,0.723809524,1.396296296,0.0,0.533333333,1.499259259,12.8,3.171929825,0.0,1.192592593,0.939424704
2023/7/1 19:00,18.0,81.3,0.0,25.2,0,0.255759417,0.255759417,8.333333333,0.0,6.4,4.299479167,0.0,13.36983122,6.4,3.925454545,19.2,6.4,5.915151515,9.901449275,2.411594203,6.4,6.4,12.8,6.4,7.771428571,0.0,0.727619048,1.392592593,0.0,4.266666667,1.505185185,12.8,3.115789474,0.0,1.185185185,0.947546531
2023/7/1 20:00,17.9,80.8,0.0,20.9,0,0.255759688,0.255759688,10.0,5.333333333,6.4,4.321527778,0.0,13.3564346,6.4,3.886969697,19.2,6.4,6.076767677,9.947826087,2.342028986,6.4,6.4,12.8,6.4,7.542857143,0.0,0.731428571,1.388888889,0.0,6.4,1.511111111,12.8,3.059649123,1.066666667,1.177777778,0.955668359
2023/7/1 21:00,17.9,77.18,0.0,16.0,0,0.255759884,0.255759884,11.66666667,6.4,6.4,4.343576389,0.0,13.34303797,6.4,3.848484848,19.2,6.4,6.238383838,9.994202899,2.272463768,6.4,6.4,12.8,6.4,7.314285714,0.0,0.735238095,1.385185185,0.0,6.4,1.517037037,12.8,3.003508772,6.4,1.17037037,0.963790186
2023/7/1 22:00,17.9,72.71,0.0,15.4,0,0.255759806,0.255759806,13.33333333,6.4,6.4,4.365625,0.0,13.32964135,6.4,3.81,25.06666667,6.4,6.4,10.04057971,2.202898551,2.666666667,6.4,12.8,6.4,7.085714286,0.0,0.739047619,1.381481481,0.0,6.4,1.522962963,12.8,2.947368421,6.4,1.162962963,0.971912014
2023/7/1 23:00,17.8,76.92,0.0,18.4,0,0.255761923,0.255761923,15.0,6.4,6.4,4.387673611,0.0,13.31624473,6.4,3.771515152,25.6,6.4,6.4,10.08695652,2.133333333,0.0,6.4,12.8,6.4,6.857142857,0.0,0.742857143,1.377777778,0.0,6.4,1.528888889,12.8,2.89122807,6.4,1.155555556,0.980033841
2023/7/2 0:00,17.8,76.97,0.0,17.1,0,0.255759535,0.255759535,16.66666667,6.4,6.4,4.409722222,0.0,13.3028481,6.4,3.733030303,25.6,6.4,3.2,10.13333333,6.4,0.0,6.4,12.8,6.4,6.628571429,0.0,0.746666667,1.374074074,0.0,6.4,1.534814815,12.8,2.835087719,6.4,1.148148148,0.988155668
2023/7/2 1:00,17.1,70.89,0.0,19.3,0,0.255773319,0.255773319,18.33333333,6.4,11.73333333,4.431770833,0.0,13.28945148,6.4,3.694545455,25.6,6.4,0.0,12.8,6.4,0.0,6.4,10.13333333,9.6,6.4,0.0,0.75047619,1.37037037,0.0,6.4,1.540740741,4.266666667,2.778947368,6.4,1.140740741,0.996277496
2023/7/2 2:00,16.8,62.06,0.098,21.6,0,0.255760466,0.255760466,20.0,6.4,12.8,4.453819444,0.533333333,13.27605485,6.4,3.656060606,25.6,6.4,0.0,7.466666667,0.0,0.0,6.4,6.4,9.866666667,6.4,0.0,0.754285714,1.366666667,0.0,6.4,1.546666667,4.175609756,2.722807018,6.4,1.133333333,1.004399323
2023/7/2 3:00,15.9,68.01,0.0,17.4,0,0.255760402,0.255760402,21.66666667,5.866666667,12.8,4.475868056,6.4,13.26265823,6.4,3.617575758,25.6,0.533333333,6.4,6.4,0.0,0.0,6.4,6.4,10.13333333,6.4,0.0,0.758095238,1.362962963,0.0,6.4,1.552592593,4.084552846,2.666666667,6.4,1.125925926,1.012521151
2023/7/2 4:00,15.2,68.0,0.0,19.4,0,0.255760294,0.255760294,23.33333333,0.0,12.8,4.497916667,6.4,13.2492616,6.4,3.579090909,25.6,0.0,5.866666667,6.4,0.0,0.0,6.4,6.4,10.4,6.4,0.0,0.761904762,1.359259259,0.0,6.4,1.558518519,3.993495935,2.610526316,6.4,1.118518519,1.020642978
2023/7/2 5:00,14.9,69.63,0.0,19.6,0,0.255760145,0.255760145,25.0,0.0,12.8,4.519965278,6.4,13.23586498,6.4,3.540606061,25.6,0.0,6.4,6.4,0.0,3.733333333,6.4,6.4,10.66666667,6.4,5.866666667,0.765714286,1.355555556,0.0,6.4,1.564444444,3.902439024,2.554385965,6.4,1.111111111,1.028764805
2023/7/2 6:00,14.2,76.41,0.0,19.2,0,0.255759863,0.255759863,26.66666667,0.0,12.8,4.542013889,6.4,13.22246835,4.8,3.502121212,25.6,0.0,6.4,6.933333333,0.0,10.13333333,6.4,6.4,6.4,6.4,6.4,0.76952381,1.351851852,0.0,6.4,1.57037037,3.811382114,2.498245614,6.4,1.103703704,1.036886633
2023/7/2 7:00,15.1,72.53,0.0,22.8,0,0.255760111,0.255760111,28.33333333,0.0,12.8,4.5640625,6.4,13.20907173,4.723809524,3.463636364,22.4,0.0,6.4,8.0,0.0,8.0,6.4,6.4,6.4,6.4,6.4,0.773333333,1.348148148,0.0,6.4,1.576296296,3.720325203,2.442105263,2.666666667,1.096296296,1.04500846
2023/7/2 8:00,16.0,71.89,0.454,27.1,3,0.255760155,0.255760155,30.0,0.0,12.8,4.586111111,0.533333333,13.19567511,4.647619048,3.425151515,19.2,0.0,5.333333333,6.4,0.0,0.0,6.4,6.4,6.4,6.4,6.4,0.777142857,1.344444444,0.0,6.4,1.582222222,3.629268293,2.385964912,12.8,1.088888889,1.053130288
2023/7/2 9:00,16.9,64.89,0.0,32.1,1,0.25575991,0.25575991,31.66666667,3.733333333,12.8,4.608159722,0.0,13.18227848,4.571428571,3.386666667,19.2,0.0,0.0,6.4,0.0,0.0,6.4,6.4,6.4,6.4,6.4,0.780952381,1.340740741,0.0,6.4,1.588148148,3.538211382,2.329824561,9.6,1.081481481,1.061252115
2023/7/2 10:00,17.1,67.34,0.0,31.6,2,0.255759499,0.255759499,33.33333333,6.4,12.8,4.630208333,0.0,13.16888186,4.495238095,3.348181818,19.2,0.0,0.0,6.4,0.0,0.0,6.4,6.4,6.4,6.4,6.4,0.784761905,1.337037037,0.0,6.4,1.594074074,3.447154472,2.273684211,0.0,1.074074074,1.069373942
2023/7/2 11:00,17.1,66.3,0.0,30.5,2,0.255760125,0.255760125,35.0,6.4,12.8,4.652256944,0.0,13.15548523,4.419047619,3.30969697,19.2,0.0,0.0,6.4,0.0,0.0,6.4,6.4,6.4,6.4,1.6,0.788571429,1.333333333,0.0,6.4,1.6,3.356097561,2.21754386,0.0,1.066666667,1.07749577
2023/7/2 12:00,17.9,62.35,0.0,33.0,9,0.255759756,0.255759756,36.66666667,5.866666667,12.8,4.674305556,0.0,13.14208861,4.342857143,3.271212121,17.06666667,0.0,0.0,6.4,0.0,0.0,6.4,6.4,6.4,6.4,0.0,0.792380952,1.32962963,2.133333333,6.4,1.711627907,3.26504065,2.161403509,0.0,1.059259259,1.085617597
2023/7/2 13:00,18.7,53.62,0.0,31.3,6,0.255760343,0.255760343,38.33333333,2.666666667,12.8,4.696354167,0.0,13.12869198,4.266666667,3.232727273,12.8,0.0,0.0,6.4,0.0,0.0,6.4,6.4,6.4,6.4,0.0,0.796190476,1.325925926,6.4,6.4,1.823255814,3.17398374,2.105263158,0.0,1.051851852,1.093739425
2023/7/2 14:00,18.8,50.51,0.0,30.8,6,0.255759687,0.255759687,40.0,6.4,12.8,4.718402778,0.0,13.11529536,4.19047619,3.194242424,12.8,0.0,0.0,6.4,0.0,0.0,6.4,6.4,6.4,6.4,0.0,0.8,1.322222222,6.4,6.4,1.934883721,3.082926829,2.049122807,0.0,1.044444444,1.101861252
2023/7/2 15:00,18.9,55.23,0.0,29.1,2,0.255760019,0.255760019,41.66666667,6.4,12.8,4.740451389,0.0,13.10189873,4.114285714,3.155757576,12.8,0.0,0.0,6.4,5.866666667,0.0,6.4,6.4,6.4,6.4,0.0,0.803809524,1.318518519,6.4,6.4,2.046511628,2.991869919,1.992982456,0.533333333,1.037037037,1.10998308
2023/7/2 16:00,19.4,48.65,0.0,30.2,2,0.255760923,0.255760923,43.33333333,6.4,10.13333333,4.7625,0.0,13.08850211,4.038095238,3.117272727,12.8,0.0,0.0,6.4,5.849462366,0.0,6.4,6.4,6.4,6.4,0.0,0.807619048,1.314814815,6.4,6.4,2.158139535,2.900813008,1.936842105,3.2,1.02962963,1.118104907
2023/7/2 17:00,19.6,47.47,0.0,32.0,3,0.255744043,0.255744043,45.0,6.4,6.4,4.784548611,5.333333333,13.07510549,3.961904762,3.078787879,12.8,0.0,0.0,6.4,5.832258065,0.0,6.4,6.4,6.4,6.4,0.0,0.811428571,1.311111111,6.4,6.4,2.269767442,2.809756098,1.880701754,6.4,1.022222222,1.126226734
2023/7/2 18:00,18.9,50.03,0.0,30.5,2,0.255759209,0.255759209,46.66666667,6.4,17.06666667,4.806597222,6.4,13.06170886,3.885714286,3.04030303,12.8,0.0,0.0,6.4,5.815053763,0.0,6.4,6.4,6.4,6.4,0.0,0.815238095,1.307407407,6.4,6.4,2.381395349,2.718699187,1.824561404,0.533333333,1.014814815,1.134348562
2023/7/2 19:00,18.8,53.76,0.0,27.6,1,0.255759415,0.255759415,48.33333333,6.4,14.93333333,4.828645833,6.4,13.04831224,3.80952381,3.001818182,12.8,2.133333333,0.0,6.4,5.797849462,5.866666667,6.4,6.4,6.4,6.4,0.0,0.819047619,1.303703704,6.4,5.333333333,2.493023256,2.627642276,1.768421053,0.0,1.007407407,1.142470389
2023/7/2 20:00,18.1,59.34,0.0,27.9,1,0.255759686,0.255759686,50.0,6.4,6.4,4.850694444,6.4,13.03491561,3.733333333,2.963333333,12.8,6.4,0.0,9.6,5.780645161,6.4,6.4,6.4,6.4,6.4,0.0,0.822857143,1.3,6.666666667,0.0,2.604651163,2.536585366,1.712280702,0.0,1.0,1.150592217
2023/7/2 21:00,17.8,63.59,0.0,24.4,0,0.255759882,0.255759882,50.0,6.4,6.4,4.872743056,6.4,13.02151899,3.657142857,2.924848485,12.8,6.4,4.266666667,12.8,5.76344086,6.4,6.4,6.4,6.4,6.4,0.0,0.826666667,1.296296296,6.933333333,0.0,2.71627907,2.445528455,1.656140351,0.0,0.992592593,1.158714044
2023/7/2 22:00,17.8,67.36,0.0,22.5,0,0.255759804,0.255759804,50.0,6.4,6.4,4.894791667,6.4,13.00812236,3.580952381,2.886363636,12.8,6.4,3.733333333,16.53333333,5.746236559,6.4,6.4,6.4,6.4,6.4,0.0,0.83047619,1.292592593,7.2,1.6,2.827906977,2.354471545,1.6,0.0,0.985185185,1.166835871
2023/7/2 23:00,17.0,73.42,0.0,22.2,0,0.255761921,0.255761921,50.0,1.6,6.4,4.916840278,6.4,12.99472574,3.504761905,2.847878788,12.8,6.4,0.0,13.33333333,5.729032258,6.4,6.4,6.933333333,6.4,6.4,0.0,0.834285714,1.288888889,7.466666667,6.4,2.939534884,2.263414634,1.543859649,0.0,0.977777778,1.174957699
2023/7/3 0:00,17.0,75.25,0.0,21.1,0,0.255759533,0.255759533,50.0,0.0,6.4,4.938888889,6.4,12.98132911,3.428571429,2.809393939,17.06666667,6.4,0.0,14.4,5.711827957,9.6,6.4,11.2,6.4,6.4,0.0,0.838095238,1.285185185,6.4,6.4,3.051162791,2.172357724,1.487719298,0.0,0.97037037,1.183079526
2023/7/3 1:00,16.9,75.85,0.0,19.3,0,0.255773316,0.255773316,50.0,0.0,6.4,4.9609375,6.4,12.96793249,3.352380952,2.770909091,12.8,6.4,0.0,19.2,5.694623656,9.244444444,6.4,6.4,6.4,5.866666667,3.2,0.841904762,1.281481481,0.533333333,6.4,3.162790698,2.081300813,1.431578947,0.0,0.962962963,1.191201354
2023/7/3 2:00,16.9,74.32,0.0,19.8,0,0.255760465,0.255760465,50.0,0.0,6.4,4.982986111,6.4,12.95453586,3.276190476,2.732424242,13.33333333,6.4,0.0,14.93333333,5.677419355,8.888888889,6.4,6.4,6.4,5.333333333,5.866666667,0.845714286,1.277777778,0.0,6.4,3.274418605,1.990243902,1.375438596,0.0,0.955555556,1.199323181
2023/7/3 3:00,16.9,72.76,0.0,27.1,0,0.2557604,0.2557604,20.83333333,0.0,6.4,5.005034722,6.4,12.94113924,3.2,2.693939394,19.2,2.133333333,5.866666667,12.8,5.660215054,8.533333333,6.4,6.4,6.4,4.8,0.0,0.84952381,1.274074074,0.0,6.4,3.386046512,1.899186992,1.319298246,0.0,0.948148148,1.207445008
2023/7/3 4:00,16.7,58.64,0.0,23.1,0,0.255760292,0.255760292,20.33333333,6.4,6.4,5.027083333,6.4,12.92774262,3.123809524,2.655454545,19.2,0.0,6.4,12.8,5.643010753,8.177777778,6.4,6.4,6.4,4.266666667,0.0,0.853333333,1.27037037,0.0,6.4,3.497674419,1.808130081,1.263157895,0.0,0.940740741,1.215566836
2023/7/3 5:00,15.8,61.91,0.0,22.3,0,0.255760143,0.255760143,19.83333333,6.4,6.4,5.049131944,6.4,12.91434599,3.047619048,2.616969697,19.2,0.0,6.4,12.8,5.625806452,7.822222222,6.4,6.4,2.666666667,3.733333333,0.0,0.857142857,1.266666667,0.0,6.4,3.609302326,1.717073171,1.207017544,0.0,0.933333333,1.223688663
2023/7/3 6:00,15.8,64.15,0.0,20.1,0,0.255759861,0.255759861,19.33333333,6.4,6.4,5.071180556,6.4,12.90094937,2.971428571,2.578484848,19.2,0.0,6.4,12.8,5.608602151,7.466666667,6.4,6.4,0.0,0.0,0.0,0.860952381,1.262962963,0.0,6.4,3.720930233,1.62601626,1.150877193,3.2,0.925925926,1.231810491
2023/7/3 7:00,15.9,64.27,0.0,22.5,1,0.255760109,0.255760109,18.83333333,6.4,6.4,5.093229167,6.4,12.88755274,2.895238095,2.54,19.2,0.0,6.4,12.8,5.591397849,7.111111111,6.4,6.4,0.0,0.0,0.0,0.864761905,1.259259259,0.0,6.4,3.83255814,1.53495935,1.094736842,4.266666667,0.918518519,1.239932318
2023/7/3 8:00,16.7,64.0,0.0,25.8,3,0.255760153,0.255760153,18.33333333,6.4,6.4,5.115277778,6.4,12.87415612,2.819047619,2.501515152,19.2,0.0,6.4,9.066666667,5.574193548,6.755555556,6.4,6.4,0.0,0.0,0.0,0.868571429,1.255555556,0.533333333,6.4,3.944186047,1.443902439,1.038596491,5.866666667,0.911111111,1.248054146
2023/7/3 9:00,16.9,63.1,0.0,25.2,1,0.255759908,0.255759908,17.83333333,6.4,6.4,5.137326389,6.4,12.86075949,2.742857143,2.463030303,19.2,0.0,6.4,12.26666667,5.556989247,6.4,6.4,6.4,0.0,0.0,0.0,0.872380952,1.251851852,6.4,6.4,4.055813953,1.352845528,0.98245614,6.4,0.903703704,1.256175973
2023/7/3 10:00,17.1,62.82,0.0,31.0,3,0.255759497,0.255759497,17.33333333,6.4,6.4,5.159375,6.4,12.84736287,2.666666667,2.424545455,19.2,0.0,6.4,12.8,5.539784946,6.4,6.4,6.4,0.0,0.0,0.0,0.876190476,1.248148148,6.4,6.4,4.16744186,1.261788618,0.926315789,3.2,0.896296296,1.2642978
2023/7/3 11:00,17.8,59.95,0.0,28.6,2,0.255760123,0.255760123,16.83333333,6.4,6.4,5.181423611,6.4,12.83396624,2.59047619,2.386060606,19.2,0.0,6.4,9.066666667,5.522580645,6.4,6.4,10.66666667,0.0,0.0,0.0,0.88,1.244444444,4.266666667,6.4,4.279069767,1.170731707,0.870175439,0.0,0.888888889,1.272419628
2023/7/3 12:00,17.8,59.63,0.0,31.4,4,0.255759754,0.255759754,16.33333333,6.4,6.4,5.203472222,6.4,12.82056962,2.514285714,2.347575758,19.2,0.0,6.933333333,6.4,5.505376344,6.4,3.733333333,12.8,0.0,0.0,0.0,0.883809524,1.240740741,0.0,6.4,4.390697674,1.079674797,0.814035088,0.0,0.881481481,1.280541455
2023/7/3 13:00,17.9,56.77,0.0,33.2,3,0.255760341,0.255760341,15.83333333,6.4,6.4,5.225520833,6.4,12.807173,2.438095238,2.309090909,19.2,0.0,12.8,6.4,5.488172043,6.4,0.0,12.8,0.0,0.0,0.0,0.887619048,1.237037037,3.733333333,6.4,4.502325581,0.988617886,0.757894737,0.0,0.874074074,1.288663283
2023/7/3 14:00,18.4,55.16,0.0,36.5,5,0.255759686,0.255759686,15.33333333,3.2,6.4,5.247569444,3.2,12.79377637,2.361904762,2.270606061,19.2,0.0,12.8,6.4,5.470967742,6.4,0.0,12.8,0.0,0.0,3.733333333,0.891428571,1.233333333,6.4,6.4,4.613953488,0.897560976,0.701754386,0.0,0.866666667,1.29678511
2023/7/3 15:00,17.1,61.83,0.0,34.4,4,0.255760017,0.255760017,14.83333333,0.0,10.66666667,5.269618056,0.0,12.78037975,2.285714286,2.232121212,19.2,0.0,12.8,6.4,5.453763441,6.4,0.0,12.8,0.0,0.0,6.4,0.895238095,1.22962963,6.4,6.4,4.725581395,0.806504065,0.645614035,0.0,0.859259259,1.304906937
2023/7/3 16:00,18.6,50.45,0.0,36.8,2,0.255760921,0.255760921,14.33333333,0.0,12.8,5.291666667,0.0,12.76698312,2.20952381,2.193636364,19.2,0.0,12.8,6.4,5.43655914,6.4,0.0,12.8,1.6,0.0,6.4,0.899047619,1.225925926,6.4,6.4,4.837209302,0.715447154,0.589473684,0.0,0.851851852,1.313028765
2023/7/3 17:00,18.7,50.02,0.0,38.0,7,0.255744043,0.255744043,13.83333333,0.0,12.8,13.75833333,0.0,12.7535865,2.133333333,2.155151515,19.2,0.0,12.8,12.8,5.419354839,6.4,0.0,14.4,6.4,0.0,6.4,0.902857143,1.222222222,6.4,6.4,4.948837209,0.624390244,0.533333333,0.0,0.844444444,1.321150592
2023/7/3 18:00,18.7,54.78,0.0,38.1,2,0.255759207,0.255759207,13.33333333,0.0,12.26666667,11.64166667,1.066666667,10.62352321,5.333333333,2.116666667,18.66666667,0.0,11.73333333,12.8,5.402150538,5.333333333,1.066666667,14.13333333,1.6,0.0,5.866666667,0.906666667,1.218518519,5.866666667,6.4,5.060465116,0.533333333,0.0,4.8,0.837037037,1.32927242
2023/7/3 19:00,18.6,58.5,0.0,35.1,1,0.255759413,0.255759413,12.83333333,0.0,12.8,8.466666667,0.0,12.72679325,6.4,0.0,19.73333333,0.0,12.8,10.13333333,5.384946237,6.4,0.0,13.86666667,0.0,0.0,4.8,0.91047619,1.214814815,6.4,6.4,5.172093023,0.598373984,1.6,6.4,0.82962963,1.337394247
2023/7/3 20:00,17.7,65.72,0.018,36.3,0,0.255759683,0.255759683,12.33333333,0.0,12.8,8.387291667,6.4,12.71339662,6.4,0.0,19.2,0.0,12.8,6.4,5.367741935,0.0,4.266666667,13.6,0.0,0.0,5.866666667,0.914285714,1.211111111,6.857142857,6.4,5.28372093,0.663414634,6.933333333,6.4,0.822222222,1.345516074
2023/7/3 21:00,15.5,88.13,0.0,29.8,0,0.25575988,0.25575988,11.83333333,0.0,12.26666667,8.307916667,6.4,12.7,6.4,0.0,19.2,2.666666667,9.066666667,6.933333333,5.350537634,0.533333333,6.4,13.33333333,0.0,0.0,6.4,0.918095238,1.207407407,7.314285714,6.4,5.395348837,0.728455285,7.466666667,6.4,0.814814815,1.353637902
2023/7/3 22:00,15.1,85.75,0.0,28.0,0,0.255759802,0.255759802,11.33333333,0.0,6.4,8.228541667,6.4,15.875,6.4,0.0,17.06666667,0.0,0.0,12.8,5.333333333,0.0,6.4,12.8,0.0,0.0,6.4,0.921904762,1.203703704,7.771428571,6.4,5.506976744,0.793495935,6.4,6.4,0.807407407,1.361759729
2023/7/3 23:00,15.2,83.94,0.146,20.7,0,0.255761919,0.255761919,10.83333333,0.0,6.4,8.149166667,6.4,16.0734375,6.4,0.0,12.8,0.0,2.666666667,12.8,6.4,0.0,6.4,12.8,0.0,0.0,6.4,0.925714286,1.2,8.228571429,6.4,5.618604651,0.858536585,6.564102564,6.4,0.8,1.369881557
2023/7/4 0:00,14.9,85.4,0.0,20.6,0,0.255759532,0.255759532,10.33333333,0.0,6.4,8.069791667,6.4,16.271875,6.4,0.0,12.8,0.0,6.4,12.8,6.4,0.0,6.4,12.8,0.0,0.0,6.4,0.92952381,1.196296296,8.685714286,6.4,5.730232558,0.923577236,6.728205128,0.533333333,0.792592593,1.378003384
