date,temp,humidity,precip,windspeed,uvindex,avg_e_price,avg_s_price,Station_994,Station_57,Station_1908,Station_1454,Station_1425,Station_1859,Station_2110,Station_1916,Station_980,Station_387,Station_1345,Station_1252,Station_2379,Station_527,Station_1187,Station_2192,Station_669,Station_63,Station_1984,Station_1491,Station_342,Station_267,Station_178,Station_2180,Station_481,Station_807,Station_1389,Station_877,Station_786,Station_851,Station_1642,Station_1899,Station_373,Station_1880,Station_209,Station_258,Station_641,Station_1311,Station_406,Station_482,Station_1197,Station_646,Station_567,Station_1415,Station_573,Station_1397,Station_1760,Station_1253,Station_260,Station_1276,Station_1828,Station_2093,Station_1735,Station_1288,Station_732,Station_1238,Station_327,Station_496,Station_254,Station_1780,Station_230,Station_765,Station_1786,Station_1628,Station_1227,Station_256,Station_1419,Station_1512,Station_558,Station_734,Station_1300,Station_762,Station_1653,Station_1962,Station_452,Station_1861,Station_1064,Station_2108,Station_585
2023/7/1 10:00,17.9,94.44,0,23.8,1,0.255759501,0.255759501,50,0,6.4,12.8,12.8,12.8,4.101041667,11.25142857,6.4,6.4,6.4,6.4,6.4,0,12.8,3.549425287,22.3125667,13.49040084,12.7,6.4,0,2.147747748,19.32076397,12.7,12.8,11.15628335,12.8,19.2,10.10238542,11.70238542,0,4.460606061,9.484057971,1.081081081,0,3.037681159,0,12.8,6.4,0,6.933333333,5.558604091,12.8,0,0,6.4,6.4,0,12.8,6.4,0.693333333,1.425925926,6.4,3.2,0.8,5.980952381,6.4,1.451851852,4.392156863,12.8,1.6,3.621052632,2.971428571,0,0,3.684848485,6.4,5.202836879,0,13.86666667,0,0,1.251851852,0.874450085,1.99047619,1.454545455,8.533333333,6.4,1.878678679
2023/7/1 11:00,17.9,93.98,0.007,21.9,1,0.255760128,0.255760128,50,0,0,12.8,12.8,8.533333333,4.123090278,11.24571429,6.4,6.4,6.4,6.4,6.4,0,12.8,3.604597701,22.23492736,13.47700422,12.7,6.4,0,2.118918919,19.2701811,4.233333333,12.8,11.11746368,12.8,19.2,10.07059174,11.67059174,0,4.622222222,9.530434783,1.052252252,0,2.968115942,0,12.8,6.4,0,0,5.562454874,12.8,0,4.266666667,6.4,6.4,0,8,6.4,0.697142857,1.422222222,0,3.158974359,0.806349206,5.942857143,6.4,1.457777778,4.360784314,12.8,1.6,3.564912281,3.085714286,0,0,3.539393939,6.4,5.185815603,0,13.86666667,0,0,1.244444444,0.882571912,2.019047619,1.503030303,8.533333333,1.6,1.854654655
2023/7/1 12:00,18.6,94.31,0,24.2,2,0.255759758,0.255759758,50,0,0,12.8,12.8,6.4,4.145138889,11.24,6.4,6.4,6.4,6.4,6.4,0,12.8,3.659770115,22.15728803,13.46360759,12.7,6.4,0,2.09009009,19.21959823,4.194848485,12.8,11.07864401,12.8,19.2,10.03879806,11.63879806,0,4.783838384,9.576811594,1.023423423,0,2.898550725,0,12.8,6.4,2.666666667,0,5.566305656,12.8,0,6.4,6.4,6.4,0,6.4,6.4,0.700952381,1.418518519,0,3.117948718,0.812698413,5.904761905,6.4,1.463703704,4.329411765,12.8,0,3.50877193,3.2,0,0,3.393939394,6.4,5.168794326,0,13.86666667,0,0,1.237037037,0.890693739,2.047619048,1.551515152,8.533333333,1.588888889,1.830630631
2023/7/1 13:00,18.7,90.04,0,24.4,3,0.255760345,0.255760345,50,0,0,12.8,12.8,6.4,4.1671875,11.23428571,6.4,6.4,6.4,6.4,6.4,0,12.8,3.714942529,22.07964869,13.45021097,12.7,6.4,0,2.061261261,19.16901536,4.156363636,12.8,11.03982435,12.8,22.93333333,10.00700438,11.60700438,0,4.945454545,9.623188406,0.994594595,0,2.828985507,0,12.60246914,6.4,4.266666667,2.666666667,5.570156438,12.8,0,6.4,6.4,6.4,0,6.4,6.4,0.704761905,1.414814815,0,3.076923077,0.819047619,5.866666667,6.4,1.46962963,4.298039216,12.8,0,3.452631579,3.314285714,0,0,3.248484848,6.4,5.15177305,0,13.86666667,0,0,1.22962963,0.898815567,2.076190476,1.6,8.533333333,1.577777778,1.806606607
2023/7/1 14:00,18.6,84.99,2.561,25.6,4,0.255759689,0.255759689,50,16.66666667,0,12.8,12.8,6.4,4.189236111,11.22857143,6.4,6.4,6.4,6.4,6.4,0,9.6,3.770114943,22.00200936,13.43681435,12.7,6.4,0,2.032432432,19.11843249,4.117878788,12.8,11.00100468,11.2,19.2,9.975210697,11.5752107,0,5.107070707,9.669565217,0.965765766,5.866666667,2.75942029,0,12.40493827,6.4,0.533333333,6.4,5.57400722,12.8,0,6.4,6.4,6.4,0,6.4,2.666666667,0.708571429,1.411111111,0,3.035897436,0.825396825,5.828571429,6.4,1.475555556,4.266666667,12.8,0,3.396491228,3.428571429,0,3.2,3.103030303,6.4,5.134751773,0,13.86666667,0,0,1.222222222,0.906937394,2.104761905,1.648484848,8.533333333,1.566666667,1.782582583
2023/7/1 15:00,17.5,89.91,0,27.4,2,0.255760021,0.255760021,50,50,0,12.8,12.8,6.4,4.211284722,11.22285714,6.4,6.4,6.4,6.4,6.4,0,6.4,3.825287356,21.92437003,13.42341772,12.7,6.4,0,2.003603604,19.06784962,4.079393939,12.8,10.96218501,6.4,19.2,9.943417017,11.54341702,0,5.268686869,9.715942029,0.936936937,6.4,2.689855072,4.8,12.20740741,6.4,1.066666667,6.4,5.577858002,12.8,0,6.4,6.4,6.4,0,3.2,0,0.712380952,1.407407407,0,2.994871795,0.831746032,5.79047619,6.4,1.481481481,0,12.8,0,3.340350877,3.542857143,0,6.4,2.957575758,6.4,5.117730496,0,13.86666667,0,0,1.214814815,0.915059222,2.133333333,1.696969697,8.533333333,1.555555556,1.758558559
2023/7/1 16:00,18,85.74,0,26.4,3,0.255760925,0.255760925,50,50,0,12.8,12.8,6.4,4.233333333,11.21714286,6.4,6.4,6.4,6.4,6.4,0,6.4,3.88045977,21.84673069,13.4100211,12.7,6.4,0,1.974774775,19.01726674,4.040909091,12.8,10.92336535,6.4,19.2,9.911623336,11.51162334,0,5.43030303,9.762318841,0.908108108,6.4,2.620289855,6.4,12.00987654,6.4,6.4,6.4,5.581708785,12.8,0,6.4,4.266666667,6.4,0,0,4.266666667,0.716190476,1.403703704,6.4,2.953846154,0.838095238,5.752380952,6.4,1.487407407,0,12.8,0,3.284210526,3.657142857,0,6.4,2.812121212,6.4,5.10070922,0,13.86666667,0,0,1.207407407,0.923181049,2.048,1.745454545,8.533333333,1.544444444,1.734534535
2023/7/1 17:00,18.2,79.78,0,22.2,2,0.255744044,0.255744044,50,50,0,12.8,12.8,6.4,4.255381944,11.21142857,6.4,6.4,6.4,6.4,6.4,0,6.4,3.935632184,21.76909136,13.39662447,12.7,6.4,0,1.945945946,18.96668387,4.002424242,17.06666667,10.88454568,6.4,19.2,9.879829655,11.47982966,0,5.591919192,9.808695652,0.879279279,6.4,2.550724638,6.4,11.81234568,6.4,6.4,6.4,5.585559567,12.8,5.333333333,6.4,0,6.4,0,0,6.4,0.72,1.4,0.533333333,2.912820513,0.844444444,5.714285714,9.066666667,1.493333333,0,12.8,0,3.228070175,3.771428571,0,1.066666667,2.666666667,6.4,5.083687943,0,13.86666667,0,0,1.2,0.931302876,1.962666667,1.793939394,8.533333333,1.533333333,1.710510511
2023/7/1 18:00,18.7,77.33,0,24.4,2,0.255759212,0.255759212,50,50,0,12.8,12.8,6.4,4.277430556,11.20571429,6.4,6.4,6.4,6.4,6.4,0,6.4,3.990804598,21.69145203,13.38322785,12.7,6.4,0,1.917117117,18.916101,3.963939394,19.2,10.84572601,6.4,19.2,9.848035975,11.44803597,6.4,5.753535354,9.855072464,0.85045045,6.4,2.48115942,6.4,11.61481481,6.4,6.4,6.4,5.589410349,12.8,6.4,8,0,6.4,0,0,6.4,0.723809524,1.396296296,0,2.871794872,0.850793651,5.676190476,0.533333333,1.499259259,0,12.8,0,3.171929825,3.885714286,0,0,0,6.4,5.066666667,0,13.86666667,0,0,1.192592593,0.939424704,1.877333333,1.842424242,8.533333333,1.522222222,1.686486486
2023/7/1 19:00,18,81.3,0,25.2,0,0.255759417,0.255759417,50,8.333333333,0,12.8,12.8,6.4,4.299479167,11.2,6.4,6.4,6.4,6.4,6.4,0,6.4,4.045977011,21.61381269,13.36983122,12.7,6.4,0,1.888288288,18.86551813,3.925454545,19.2,10.80690635,6.4,19.2,9.816242294,11.41624229,6.4,5.915151515,9.901449275,0.821621622,6.4,2.411594203,6.4,11.41728395,6.4,6.4,6.4,5.593261131,12.8,6.4,7.771428571,0,6.4,0,0,6.4,0.727619048,1.392592593,0,2.830769231,0.857142857,5.638095238,4.266666667,1.505185185,0,12.8,3.733333333,3.115789474,4,0,0,0,6.4,5.04964539,0,13.86666667,0,0,1.185185185,0.947546531,1.792,1.890909091,8.533333333,1.511111111,1.662462462
2023/7/1 20:00,17.9,80.8,0,20.9,0,0.255759688,0.255759688,50,10,5.333333333,12.8,12.8,6.4,4.321527778,15.46666667,6.4,6.4,6.4,6.4,6.4,0,6.4,4.101149425,21.53617336,13.3564346,12.7,6.4,0,1.859459459,18.81493526,3.886969697,19.2,10.76808668,6.4,19.2,9.784448614,11.38444861,6.4,6.076767677,9.947826087,0.792792793,4.8,2.342028986,6.4,11.21975309,6.4,6.4,6.4,5.597111913,12.8,6.4,7.542857143,2.666666667,6.4,0,0,6.4,0.731428571,1.388888889,0,2.78974359,0.863492063,5.6,6.4,1.511111111,0,12.8,3.674074074,3.059649123,4.114285714,0,1.066666667,0,6.4,5.032624113,4.266666667,13.86666667,0,0,1.177777778,0.955668359,1.706666667,1.939393939,8.533333333,1.5,1.638438438
2023/7/1 21:00,17.9,77.18,0,16,0,0.255759884,0.255759884,50,11.66666667,6.4,12.8,12.8,6.4,4.343576389,15.46666667,6.4,6.4,6.4,6.4,6.4,0,6.4,4.156321839,21.45853403,13.34303797,12.7,6.4,0,1.830630631,18.76435239,3.848484848,19.2,10.72926701,6.4,19.2,9.752654933,11.35265493,6.4,6.238383838,9.994202899,0.763963964,6.4,2.272463768,6.4,11.02222222,6.4,6.4,6.4,5.600962696,12.8,6.4,7.314285714,6.4,6.4,2.133333333,0,6.4,0.735238095,1.385185185,0,2.748717949,0.86984127,5.561904762,6.4,1.517037037,0,12.8,3.614814815,3.003508772,4.228571429,0,6.4,0,6.4,5.015602837,4.25440613,13.86666667,0,3.733333333,1.17037037,0.963790186,1.621333333,1.987878788,8.533333333,1.488888889,1.614414414
2023/7/1 22:00,17.9,72.71,0,15.4,0,0.255759806,0.255759806,50,13.33333333,6.4,12.8,12.8,6.4,4.365625,15.46666667,6.4,6.4,6.4,6.4,6.4,0,6.4,4.211494253,21.38089469,13.32964135,12.7,6.4,0,1.801801802,18.71376952,3.81,19.2,10.69044735,6.4,25.06666667,9.720861253,11.32086125,6.4,6.4,10.04057971,0.735135135,6.4,2.202898551,6.4,10.82469136,6.4,2.666666667,6.4,5.604813478,12.8,6.4,7.085714286,6.4,6.4,4.8,0,6.4,0.739047619,1.381481481,0,2.707692308,0.876190476,5.523809524,6.4,1.522962963,0,12.8,3.555555556,2.947368421,4.342857143,0,6.4,0.177777778,6.4,4.99858156,4.242145594,13.86666667,0,3.733333333,1.162962963,0.971912014,1.536,2.036363636,8.533333333,1.477777778,1.59039039
2023/7/1 23:00,17.8,76.92,0,18.4,0,0.255761923,0.255761923,50,15,6.4,12.8,12.8,6.4,4.387673611,15.46666667,6.4,6.4,6.4,6.4,6.4,0,6.4,4.266666667,21.30325536,13.31624473,12.7,6.4,0,1.772972973,18.66318665,3.771515152,19.2,10.65162768,6.4,25.6,9.689067572,11.28906757,6.4,6.4,10.08695652,0.706306306,6.4,2.133333333,6.4,10.62716049,6.4,0,6.4,5.60866426,12.8,6.4,6.857142857,6.4,6.4,4.821333333,0,6.4,0.742857143,1.377777778,0,2.666666667,0.882539683,5.485714286,6.4,1.528888889,0,12.8,3.496296296,2.89122807,4.457142857,0,6.4,0.355555556,6.4,4.981560284,4.229885057,13.86666667,0,1.6,1.155555556,0.980033841,1.450666667,2.084848485,8.533333333,1.466666667,1.566366366
2023/7/2 0:00,17.8,76.97,0,17.1,0,0.255759535,0.255759535,50,16.66666667,6.4,12.8,12.8,6.4,4.409722222,15.46666667,6.4,6.4,6.4,6.4,6.4,0,6.4,6.4,21.22561603,13.3028481,12.7,6.4,0,1.744144144,18.61260378,3.733030303,19.2,10.61280801,6.4,25.6,9.657273891,11.25727389,6.4,3.2,10.13333333,0.677477477,6.4,6.4,6.4,10.42962963,6.4,0,6.4,5.612515042,12.8,6.4,6.628571429,11.2,6.4,4.842666667,0,6.4,0.746666667,1.374074074,0,6.4,0.888888889,5.447619048,6.4,1.534814815,0,12.8,3.437037037,2.835087719,4.571428571,0,6.4,0.533333333,6.4,4.964539007,4.217624521,13.86666667,3.733333333,3.2,1.148148148,0.988155668,1.365333333,2.133333333,8.533333333,1.455555556,1.542342342
2023/7/2 1:00,17.1,70.89,0,19.3,0,0.255773319,0.255773319,50,18.33333333,6.4,12.8,12.8,11.73333333,4.431770833,15.46666667,6.4,6.4,6.4,6.4,6.4,0,6.4,0.533333333,21.14797669,13.28945148,12.7,6.4,0,1.715315315,18.56202091,3.694545455,19.2,10.57398835,0,25.6,9.625480211,11.22548021,6.4,0,12.8,0.648648649,6.4,6.4,6.4,10.23209877,0.533333333,0,6.4,5.616365824,10.13333333,9.6,6.4,12.8,6.4,4.864,0,6.4,0.75047619,1.37037037,0,6.4,0.895238095,5.40952381,6.4,1.540740741,0.355555556,4.266666667,3.377777778,2.778947368,4.685714286,2.666666667,6.4,0.711111111,6.4,4.94751773,4.205363985,13.86666667,6.4,5.866666667,1.140740741,0.996277496,1.28,0,8.533333333,1.444444444,1.518318318
2023/7/2 2:00,16.8,62.06,0.098,21.6,0,0.255760466,0.255760466,50,20,6.4,12.8,12.8,12.8,4.453819444,15.46666667,6.4,6.4,6.4,6.4,6.4,0.533333333,6.4,0,21.07033736,13.27605485,12.7,6.4,0,1.686486486,18.51143804,3.656060606,19.2,10.53516868,0,25.6,9.59368653,11.19368653,6.4,0,7.466666667,0.61981982,6.4,0,6.4,10.0345679,4.8,0,6.4,5.620216606,6.4,9.866666667,6.4,12.8,6.4,4.885333333,0,0,0.754285714,1.366666667,0,6.4,0.901587302,5.371428571,6.4,1.546666667,0.711111111,4.175609756,3.318518519,2.722807018,4.8,6.4,6.4,0.888888889,6.4,4.930496454,4.193103448,13.86666667,6.4,4.8,1.133333333,1.004399323,1.194666667,0,8.533333333,1.433333333,1.494294294
2023/7/2 3:00,15.9,68.01,0,17.4,0,0.255760402,0.255760402,53.175,21.66666667,5.866666667,12.8,12.8,12.8,4.475868056,15.46666667,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0,20.99269803,13.26265823,12.7,6.4,5.333333333,1.657657658,18.46085516,3.617575758,19.2,10.49634901,0,25.6,9.56189285,11.16189285,0.533333333,6.4,6.4,0.590990991,1.6,0,6.4,9.837037037,7.466666667,0,6.4,5.624067389,6.4,10.13333333,6.4,12.8,6.4,4.906666667,0,0,0.758095238,1.362962963,0,1.066666667,0.907936508,5.333333333,6.4,1.552592593,1.066666667,4.084552846,3.259259259,2.666666667,4.914285714,6.4,6.4,1.066666667,6.4,4.913475177,4.180842912,13.86666667,6.4,6.4,1.125925926,1.012521151,1.109333333,0,8.533333333,1.422222222,1.47027027
2023/7/2 4:00,15.2,68,0,19.4,0,0.255760294,0.255760294,50,23.33333333,0,12.8,12.8,12.8,4.497916667,15.46666667,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0,20.91505869,13.2492616,12.7,6.4,6.4,1.628828829,18.41027229,3.579090909,19.2,10.45752935,0,25.6,9.530099169,11.13009917,0,5.866666667,6.4,0.562162162,0,0,6.4,9.639506173,12.8,0,6.4,5.627918171,6.4,10.4,6.4,12.8,6.4,4.928,0,0,0.761904762,1.359259259,0,0,0.914285714,6.4,6.4,1.558518519,1.422222222,3.993495935,3.2,2.610526316,5.028571429,6.4,6.4,0.711111111,6.4,4.896453901,4.168582375,13.86666667,10.66666667,6.4,1.118518519,1.020642978,1.024,0,8.533333333,1.411111111,1.446246246
2023/7/2 5:00,14.9,69.63,0,19.6,0,0.255760145,0.255760145,50,25,0,12.8,12.8,12.8,4.519965278,15.46666667,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0,20.83741936,13.23586498,12.7,6.4,6.4,1.6,18.35968942,3.540606061,19.2,10.41870968,1.066666667,25.6,9.498305489,11.09830549,0,6.4,6.4,0.533333333,0,0,6.4,9.441975309,9.6,3.733333333,6.4,5.631768953,6.4,10.66666667,6.4,12.8,6.4,4.949333333,5.866666667,0,0.765714286,1.355555556,0,0,0.920634921,6.4,6.4,1.564444444,1.777777778,3.902439024,3.140740741,2.554385965,5.142857143,1.6,6.4,0.355555556,6.4,4.879432624,4.156321839,13.86666667,12.8,7.466666667,1.111111111,1.028764805,0.938666667,0,8.533333333,1.4,1.422222222
2023/7/2 6:00,14.2,76.41,0,19.2,0,0.255759863,0.255759863,50,26.66666667,0,12.8,12.8,12.8,4.542013889,15.46666667,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0,20.75978002,13.22246835,12.7,4.8,6.4,1.571171171,18.30910655,3.502121212,19.2,10.37989001,6.4,25.6,9.466511808,11.06651181,0,6.4,6.933333333,6.4,0,0,6.4,9.244444444,6.4,10.13333333,6.4,5.635619735,6.4,6.4,6.4,12.8,6.4,4.970666667,6.4,0,0.76952381,1.351851852,0,0,0.926984127,6.4,6.4,1.57037037,2.133333333,3.811382114,3.081481481,2.498245614,5.257142857,3.2,6.4,0,6.4,4.862411348,4.144061303,13.86666667,12.8,12.8,1.103703704,1.036886633,0.853333333,0,8.533333333,1.388888889,1.398198198
2023/7/2 7:00,15.1,72.53,0,22.8,0,0.255760111,0.255760111,50,28.33333333,0,12.8,12.8,12.8,4.5640625,15.46666667,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0,20.68214069,13.20907173,12.7,4.723809524,2.133333333,1.542342342,18.25852368,3.463636364,13.86666667,10.34107035,6.4,22.4,9.434718127,11.03471813,0,6.4,8,6.4,0,0,6.4,9.04691358,6.4,8,6.4,5.639470517,6.4,6.4,6.4,12.8,6.4,4.992,6.4,0,0.773333333,1.348148148,0,0,0.933333333,6.4,6.4,1.576296296,2.488888889,3.720325203,3.022222222,2.442105263,5.371428571,6.4,2.666666667,0,6.4,4.845390071,4.131800766,13.86666667,8,12.8,1.096296296,1.04500846,0.768,0,8.533333333,1.377777778,1.374174174
