date,temp,humidity,precip,windspeed,uvindex,avg_e_price,avg_s_price,Station_994,Station_1187,Station_2192,Station_342,Station_481,Station_1389,Station_209,Station_641,Station_406,Station_646,Station_1397,Station_1760,Station_1253,Station_1276,Station_1288,Station_1238,Station_254,Station_230,Station_1786,Station_1628,Station_256,Station_1512,Station_558,Station_1300,Station_452,Station_1861,Station_2108,Station_585
2023/7/1 10:00,17.9,94.44,0.0,23.8,1,0.255759501,0.255759501,50.0,12.8,3.549425287,0.0,12.8,12.8,0.0,0.0,6.4,5.558604091,6.4,6.4,0.0,6.4,3.2,5.980952381,4.392156863,1.6,2.971428571,0.0,3.684848485,5.202836879,0.0,0.0,1.99047619,1.454545455,6.4,1.878678679
2023/7/1 11:00,17.9,93.98,0.007,21.9,1,0.255760128,0.255760128,50.0,12.8,3.604597701,0.0,12.8,12.8,0.0,0.0,6.4,5.562454874,6.4,6.4,0.0,6.4,3.158974359,5.942857143,4.360784314,1.6,3.085714286,0.0,3.539393939,5.185815603,0.0,0.0,2.019047619,1.503030303,1.6,1.854654655
2023/7/1 12:00,18.6,94.31,0.0,24.2,2,0.255759758,0.255759758,50.0,12.8,3.659770115,0.0,12.8,12.8,0.0,0.0,6.4,5.566305656,6.4,6.4,0.0,6.4,3.117948718,5.904761905,4.329411765,0.0,3.2,0.0,3.393939394,5.168794326,0.0,0.0,2.047619048,1.551515152,1.588888889,1.830630631
2023/7/1 13:00,18.7,90.04,0.0,24.4,3,0.255760345,0.255760345,50.0,12.8,3.714942529,0.0,12.8,12.8,0.0,0.0,6.4,5.570156438,6.4,6.4,0.0,6.4,3.076923077,5.866666667,4.298039216,0.0,3.314285714,0.0,3.248484848,5.15177305,0.0,0.0,2.076190476,1.6,1.577777778,1.806606607
2023/7/1 14:00,18.6,84.99,2.561,25.6,4,0.255759689,0.255759689,50.0,9.6,3.770114943,0.0,12.8,11.2,5.866666667,0.0,6.4,5.57400722,6.4,6.4,0.0,2.666666667,3.035897436,5.828571429,4.266666667,0.0,3.428571429,0.0,3.103030303,5.134751773,0.0,0.0,2.104761905,1.648484848,1.566666667,1.782582583
2023/7/1 15:00,17.5,89.91,0.0,27.4,2,0.255760021,0.255760021,50.0,6.4,3.825287356,0.0,12.8,6.4,6.4,4.8,6.4,5.577858002,6.4,6.4,0.0,0.0,2.994871795,5.79047619,0.0,0.0,3.542857143,0.0,2.957575758,5.117730496,0.0,0.0,2.133333333,1.696969697,1.555555556,1.758558559
2023/7/1 16:00,18.0,85.74,0.0,26.4,3,0.255760925,0.255760925,50.0,6.4,3.88045977,0.0,12.8,6.4,6.4,6.4,6.4,5.581708785,4.266666667,6.4,0.0,4.266666667,2.953846154,5.752380952,0.0,0.0,3.657142857,0.0,2.812121212,5.10070922,0.0,0.0,2.048,1.745454545,1.544444444,1.734534535
2023/7/1 17:00,18.2,79.78,0.0,22.2,2,0.255744044,0.255744044,50.0,6.4,3.935632184,0.0,17.06666667,6.4,6.4,6.4,6.4,5.585559567,0.0,6.4,0.0,6.4,2.912820513,5.714285714,0.0,0.0,3.771428571,0.0,2.666666667,5.083687943,0.0,0.0,1.962666667,1.793939394,1.533333333,1.710510511
2023/7/1 18:00,18.7,77.33,0.0,24.4,2,0.255759212,0.255759212,50.0,6.4,3.990804598,0.0,19.2,6.4,6.4,6.4,6.4,5.589410349,0.0,6.4,0.0,6.4,2.871794872,5.676190476,0.0,0.0,3.885714286,0.0,0.0,5.066666667,0.0,0.0,1.877333333,1.842424242,1.522222222,1.686486486
2023/7/1 19:00,18.0,81.3,0.0,25.2,0,0.255759417,0.255759417,50.0,6.4,4.045977011,0.0,19.2,6.4,6.4,6.4,6.4,5.593261131,0.0,6.4,0.0,6.4,2.830769231,5.638095238,0.0,3.733333333,4.0,0.0,0.0,5.04964539,0.0,0.0,1.792,1.890909091,1.511111111,1.662462462
2023/7/1 20:00,17.9,80.8,0.0,20.9,0,0.255759688,0.255759688,50.0,6.4,4.101149425,0.0,19.2,6.4,4.8,6.4,6.4,5.597111913,2.666666667,6.4,0.0,6.4,2.78974359,5.6,0.0,3.674074074,4.114285714,0.0,0.0,5.032624113,4.266666667,0.0,1.706666667,1.939393939,1.5,1.638438438
2023/7/1 21:00,17.9,77.18,0.0,16.0,0,0.255759884,0.255759884,50.0,6.4,4.156321839,0.0,19.2,6.4,6.4,6.4,6.4,5.600962696,6.4,6.4,2.133333333,6.4,2.748717949,5.561904762,0.0,3.614814815,4.228571429,0.0,0.0,5.015602837,4.25440613,0.0,1.621333333,1.987878788,1.488888889,1.614414414
2023/7/1 22:00,17.9,72.71,0.0,15.4,0,0.255759806,0.255759806,50.0,6.4,4.211494253,0.0,19.2,6.4,6.4,6.4,6.4,5.604813478,6.4,6.4,4.8,6.4,2.707692308,5.523809524,0.0,3.555555556,4.342857143,0.0,0.177777778,4.99858156,4.242145594,0.0,1.536,2.036363636,1.477777778,1.59039039
2023/7/1 23:00,17.8,76.92,0.0,18.4,0,0.255761923,0.255761923,50.0,6.4,4.266666667,0.0,19.2,6.4,6.4,6.4,6.4,5.60866426,6.4,6.4,4.821333333,6.4,2.666666667,5.485714286,0.0,3.496296296,4.457142857,0.0,0.355555556,4.981560284,4.229885057,0.0,1.450666667,2.084848485,1.466666667,1.566366366
2023/7/2 0:00,17.8,76.97,0.0,17.1,0,0.255759535,0.255759535,50.0,6.4,6.4,0.0,19.2,6.4,6.4,6.4,6.4,5.612515042,11.2,6.4,4.842666667,6.4,6.4,5.447619048,0.0,3.437037037,4.571428571,0.0,0.533333333,4.964539007,4.217624521,3.733333333,1.365333333,2.133333333,1.455555556,1.542342342
2023/7/2 1:00,17.1,70.89,0.0,19.3,0,0.255773319,0.255773319,50.0,6.4,0.533333333,0.0,19.2,0.0,6.4,6.4,0.533333333,5.616365824,12.8,6.4,4.864,6.4,6.4,5.40952381,0.355555556,3.377777778,4.685714286,2.666666667,0.711111111,4.94751773,4.205363985,6.4,1.28,0.0,1.444444444,1.518318318
2023/7/2 2:00,16.8,62.06,0.098,21.6,0,0.255760466,0.255760466,50.0,6.4,0.0,0.0,19.2,0.0,6.4,6.4,4.8,5.620216606,12.8,6.4,4.885333333,0.0,6.4,5.371428571,0.711111111,3.318518519,4.8,6.4,0.888888889,4.930496454,4.193103448,6.4,1.194666667,0.0,1.433333333,1.494294294
2023/7/2 3:00,15.9,68.01,0.0,17.4,0,0.255760402,0.255760402,53.175,6.4,0.0,5.333333333,19.2,0.0,1.6,6.4,7.466666667,5.624067389,12.8,6.4,4.906666667,0.0,1.066666667,5.333333333,1.066666667,3.259259259,4.914285714,6.4,1.066666667,4.913475177,4.180842912,6.4,1.109333333,0.0,1.422222222,1.47027027
2023/7/2 4:00,15.2,68.0,0.0,19.4,0,0.255760294,0.255760294,50.0,6.4,0.0,6.4,19.2,0.0,0.0,6.4,12.8,5.627918171,12.8,6.4,4.928,0.0,0.0,6.4,1.422222222,3.2,5.028571429,6.4,0.711111111,4.896453901,4.168582375,10.66666667,1.024,0.0,1.411111111,1.446246246
2023/7/2 5:00,14.9,69.63,0.0,19.6,0,0.255760145,0.255760145,50.0,6.4,0.0,6.4,19.2,1.066666667,0.0,6.4,9.6,5.631768953,12.8,6.4,4.949333333,0.0,0.0,6.4,1.777777778,3.140740741,5.142857143,1.6,0.355555556,4.879432624,4.156321839,12.8,0.938666667,0.0,1.4,1.422222222
2023/7/2 6:00,14.2,76.41,0.0,19.2,0,0.255759863,0.255759863,50.0,6.4,0.0,6.4,19.2,6.4,0.0,6.4,6.4,5.635619735,12.8,6.4,4.970666667,0.0,0.0,6.4,2.133333333,3.081481481,5.257142857,3.2,0.0,4.862411348,4.144061303,12.8,0.853333333,0.0,1.388888889,1.398198198
2023/7/2 7:00,15.1,72.53,0.0,22.8,0,0.255760111,0.255760111,50.0,6.4,0.0,2.133333333,13.86666667,6.4,0.0,6.4,6.4,5.639470517,12.8,6.4,4.992,0.0,0.0,6.4,2.488888889,3.022222222,5.371428571,6.4,0.0,4.845390071,4.131800766,8.0,0.768,0.0,1.377777778,1.374174174
2023/7/2 8:00,16.0,71.89,0.454,27.1,3,0.255760155,0.255760155,50.0,6.4,0.0,0.0,12.8,6.4,0.0,6.4,6.4,5.6433213,12.8,6.4,5.013333333,0.0,0.0,6.4,2.844444444,2.962962963,5.485714286,6.4,0.533333333,4.828368794,4.11954023,6.4,0.682666667,0.0,1.366666667,1.35015015
2023/7/2 9:00,16.9,64.89,0.0,32.1,1,0.25575991,0.25575991,4.166666667,6.4,0.0,0.0,12.8,6.4,0.0,1.6,6.4,5.647172082,12.8,6.4,5.034666667,0.0,0.0,6.4,3.2,2.903703704,5.6,6.4,0.0,4.811347518,4.107279693,6.4,0.597333333,0.0,1.355555556,1.326126126
2023/7/2 10:00,17.1,67.34,0.0,31.6,2,0.255759499,0.255759499,0.0,6.4,0.0,0.0,12.8,6.4,0.0,0.0,6.4,5.651022864,12.8,6.4,5.056,0.0,0.0,6.4,3.555555556,2.844444444,5.714285714,6.4,0.0,4.794326241,4.095019157,6.4,0.512,0.0,1.344444444,1.302102102
2023/7/2 11:00,17.1,66.3,0.0,30.5,2,0.255760125,0.255760125,0.0,6.4,0.0,0.0,12.8,6.4,0.0,0.0,6.4,5.654873646,12.8,6.4,5.077333333,0.0,0.0,6.4,3.911111111,2.785185185,5.828571429,1.6,0.533333333,4.777304965,4.082758621,6.4,0.426666667,0.0,1.333333333,1.278078078
2023/7/2 12:00,17.9,62.35,0.0,33.0,9,0.255759756,0.255759756,0.0,6.4,0.0,0.0,12.8,4.8,0.0,0.0,6.4,5.658724428,12.8,6.4,5.098666667,0.0,0.0,6.4,4.266666667,2.725925926,5.942857143,0.0,0.0,4.760283688,4.070498084,6.4,0.341333333,0.0,1.322222222,1.254054054
2023/7/2 13:00,18.7,53.62,0.0,31.3,6,0.255760343,0.255760343,0.0,6.4,0.0,0.0,8.0,0.0,0.0,0.0,6.4,5.662575211,12.8,6.4,5.12,0.0,0.0,6.4,0.0,2.666666667,6.057142857,0.0,0.0,4.743262411,4.058237548,6.4,0.256,0.0,1.311111111,1.23003003
2023/7/2 14:00,18.8,50.51,0.0,30.8,6,0.255759687,0.255759687,0.0,6.4,0.0,0.0,8.095238095,0.0,0.0,0.0,6.4,5.666425993,12.8,6.4,5.141333333,0.0,0.0,6.4,0.0,2.607407407,6.171428571,0.0,0.0,4.726241135,4.045977011,6.4,0.170666667,0.0,1.3,1.206006006
2023/7/2 15:00,18.9,55.23,0.0,29.1,2,0.255760019,0.255760019,0.0,6.4,0.0,0.0,8.19047619,3.2,0.0,0.0,6.4,5.670276775,12.8,6.4,5.162666667,4.266666667,0.0,6.4,2.666666667,2.548148148,6.285714286,0.0,0.0,4.709219858,4.033716475,6.4,0.085333333,0.0,1.288888889,1.181981982
2023/7/2 16:00,19.4,48.65,0.0,30.2,2,0.255760923,0.255760923,0.0,6.4,0.0,0.0,8.285714286,0.0,0.0,0.0,6.4,5.674127557,12.8,6.4,5.184,6.4,0.0,6.4,3.2,2.488888889,6.4,3.2,0.0,4.692198582,4.021455939,6.4,0.0,0.0,1.277777778,1.157957958
2023/7/2 17:00,19.6,47.47,0.0,32.0,3,0.255744043,0.255744043,0.0,6.4,0.0,0.0,8.380952381,0.0,1.6,0.0,6.4,5.677978339,12.8,6.4,5.205333333,6.4,0.0,6.4,3.733333333,2.42962963,6.4,6.4,0.0,4.675177305,4.009195402,6.4,0.0,0.0,1.266666667,1.133933934
2023/7/2 18:00,18.9,50.03,0.0,30.5,2,0.255759209,0.255759209,0.0,6.4,0.0,0.0,8.476190476,0.0,6.4,0.0,6.4,5.681829122,12.8,6.4,5.226666667,6.4,1.6,6.4,4.266666667,2.37037037,6.4,6.4,0.0,4.658156028,3.996934866,6.4,0.0,0.0,1.255555556,1.10990991
2023/7/2 19:00,18.8,53.76,0.0,27.6,1,0.255759415,0.255759415,0.0,6.4,0.0,0.0,8.571428571,0.0,6.4,0.0,6.4,5.685679904,12.8,6.4,5.248,6.4,6.4,6.4,0.0,2.311111111,6.4,6.4,0.0,4.641134752,3.98467433,6.4,0.0,0.0,1.244444444,1.085885886
2023/7/2 20:00,18.1,59.34,0.0,27.9,1,0.255759686,0.255759686,0.0,6.4,0.0,0.0,8.666666667,0.0,6.4,0.0,6.4,5.689530686,12.8,6.4,5.269333333,6.4,6.4,6.4,1.066666667,2.251851852,6.4,6.4,0.0,4.624113475,3.972413793,9.6,0.0,0.0,1.233333333,1.061861862
2023/7/2 21:00,17.8,63.59,0.0,24.4,0,0.255759882,0.255759882,0.0,6.4,0.0,0.0,8.761904762,0.0,6.4,0.0,6.4,5.693381468,12.8,6.4,5.290666667,6.4,6.4,6.4,2.133333333,2.192592593,6.4,6.4,0.0,4.607092199,3.960153257,12.8,0.0,0.0,1.222222222,1.037837838
2023/7/2 22:00,17.8,67.36,0.0,22.5,0,0.255759804,0.255759804,0.0,6.4,0.0,0.0,8.857142857,0.0,6.4,0.0,6.4,5.69723225,12.8,6.4,5.312,6.4,6.4,6.4,3.2,2.133333333,6.4,3.733333333,0.0,4.590070922,3.94789272,9.066666667,0.0,0.0,1.211111111,1.013813814
2023/7/2 23:00,17.0,73.42,0.0,22.2,0,0.255761921,0.255761921,0.0,6.4,0.0,0.0,8.952380952,0.0,6.4,0.0,6.4,5.701083032,12.8,6.4,5.333333333,6.4,6.4,6.4,4.266666667,2.074074074,6.4,0.0,0.0,4.573049645,3.935632184,6.4,0.0,0.0,1.2,0.98978979
2023/7/3 0:00,17.0,75.25,0.0,21.1,0,0.255759533,0.255759533,0.0,6.4,0.0,0.0,9.047619048,0.533333333,6.4,0.0,6.933333333,5.704933815,12.8,6.4,6.4,6.4,6.4,6.4,5.333333333,2.014814815,6.4,0.0,0.0,4.556028369,3.923371648,6.4,0.0,0.0,1.188888889,0.965765766
2023/7/3 1:00,16.9,75.85,0.0,19.3,0,0.255773316,0.255773316,37.5,6.4,2.133333333,0.0,9.142857143,6.4,6.4,0.0,6.4,5.708784597,12.8,6.4,6.4,6.4,6.4,6.4,0.0,1.955555556,6.4,4.8,0.0,4.539007092,3.911111111,3.733333333,0.0,0.0,1.177777778,0.941741742
2023/7/3 2:00,16.9,74.32,0.0,19.8,0,0.255760465,0.255760465,50.0,6.4,6.4,0.0,9.238095238,6.4,6.4,0.533333333,6.4,5.712635379,12.8,6.4,6.4,6.4,6.4,6.4,0.0,1.896296296,1.6,5.333333333,0.0,4.521985816,3.898850575,1.066666667,0.0,0.0,1.166666667,0.917717718
2023/7/3 3:00,16.9,72.76,0.0,27.1,0,0.2557604,0.2557604,51.05833333,2.666666667,6.4,3.733333333,9.333333333,6.4,6.4,6.4,6.4,5.716486161,12.26666667,6.4,6.4,6.4,6.4,6.4,0.0,1.837037037,0.0,0.0,0.0,4.504964539,3.886590038,6.4,0.0,0.0,1.155555556,0.893693694
2023/7/3 4:00,16.7,58.64,0.0,23.1,0,0.255760292,0.255760292,62.7,0.0,8.533333333,6.4,9.428571429,6.4,6.4,6.4,6.4,5.720336943,6.4,6.4,6.4,6.4,6.4,6.4,0.0,1.777777778,1.6,0.0,0.0,4.487943262,3.874329502,5.866666667,0.0,0.0,1.144444444,0.86966967
2023/7/3 5:00,15.8,61.91,0.0,22.3,0,0.255760143,0.255760143,54.23333333,0.0,12.8,6.4,9.523809524,6.4,6.4,6.4,6.4,5.724187726,6.4,6.4,6.4,6.4,6.4,6.4,0.0,1.718518519,0.0,0.0,0.0,4.470921986,3.862068966,5.827878788,0.0,0.0,1.133333333,0.845645646
2023/7/3 6:00,15.8,64.15,0.0,20.1,0,0.255759861,0.255759861,50.0,0.0,12.8,6.4,9.619047619,6.4,6.4,7.466666667,6.4,5.728038508,6.4,6.4,6.4,6.4,2.666666667,6.4,0.0,1.659259259,0.0,0.0,0.0,4.453900709,3.849808429,5.789090909,0.0,0.0,1.122222222,0.821621622
2023/7/3 7:00,15.9,64.27,0.0,22.5,1,0.255760109,0.255760109,25.0,0.0,12.8,6.4,9.714285714,6.4,6.4,8.533333333,6.4,5.73188929,6.4,6.4,6.4,6.4,2.690909091,6.4,0.0,1.6,0.0,0.0,0.0,4.436879433,3.837547893,5.75030303,0.0,0.0,1.111111111,0.797597598
2023/7/3 8:00,16.7,64.0,0.0,25.8,3,0.255760153,0.255760153,0.0,0.0,8.533333333,6.4,9.80952381,6.4,6.4,6.4,6.4,5.735740072,6.4,6.4,6.4,6.4,2.715151515,6.4,0.0,1.540740741,0.0,0.0,0.0,4.419858156,3.825287356,5.711515152,0.0,0.0,1.1,0.773573574
2023/7/3 9:00,16.9,63.1,0.0,25.2,1,0.255759908,0.255759908,0.0,0.0,6.4,6.4,9.904761905,6.4,6.4,6.4,6.4,5.739590854,6.4,6.4,6.4,6.4,2.739393939,6.4,0.0,1.481481481,0.0,0.0,0.0,4.402836879,3.81302682,5.672727273,0.0,0.0,1.088888889,0.74954955
2023/7/3 10:00,17.1,62.82,0.0,31.0,3,0.255759497,0.255759497,0.0,0.0,6.4,6.4,10.0,6.4,6.4,6.4,6.4,5.743441637,6.4,6.4,6.4,6.4,2.763636364,6.4,0.0,1.422222222,0.0,0.0,1.066666667,4.385815603,3.800766284,5.633939394,0.0,0.0,1.077777778,0.725525526
2023/7/3 11:00,17.8,59.95,0.0,28.6,2,0.255760123,0.255760123,0.0,0.0,4.266666667,2.666666667,10.0952381,6.4,6.4,6.4,10.66666667,5.747292419,6.4,6.4,6.4,6.4,2.787878788,6.4,0.0,1.362962963,3.733333333,0.0,0.0,4.368794326,3.788505747,5.595151515,0.0,0.0,1.066666667,0.701501502
2023/7/3 12:00,17.8,59.63,0.0,31.4,4,0.255759754,0.255759754,0.0,0.0,6.4,0.0,10.19047619,6.4,6.4,6.4,12.8,5.751143201,6.4,6.4,6.4,6.4,2.812121212,6.4,3.2,1.303703704,6.4,0.0,0.0,4.35177305,3.776245211,5.556363636,0.0,0.0,1.055555556,0.677477477
2023/7/3 13:00,17.9,56.77,0.0,33.2,3,0.255760341,0.255760341,0.0,0.0,6.4,0.533333333,10.28571429,6.4,6.4,6.4,12.8,5.754993983,6.4,6.933333333,6.4,6.4,2.836363636,6.4,3.318518519,1.244444444,6.4,0.0,0.0,4.334751773,3.763984674,5.517575758,0.0,0.0,1.044444444,0.653453453
2023/7/3 14:00,18.4,55.16,0.0,36.5,5,0.255759686,0.255759686,0.0,0.0,6.4,1.6,10.38095238,6.4,6.4,6.4,9.066666667,5.758844765,6.4,6.933333333,6.4,6.4,2.860606061,6.4,3.437037037,1.185185185,6.4,2.133333333,0.533333333,4.317730496,3.751724138,5.478787879,0.0,0.0,1.033333333,0.629429429
2023/7/3 15:00,17.1,61.83,0.0,34.4,4,0.255760017,0.255760017,0.0,0.0,11.2,0.0,10.47619048,6.4,6.4,6.4,6.4,5.762695548,6.4,6.933333333,6.4,0.533333333,2.884848485,6.4,3.555555556,1.125925926,6.4,6.4,0.520325203,4.30070922,3.739463602,5.44,0.0,0.0,1.022222222,0.605405405
2023/7/3 16:00,18.6,50.45,0.0,36.8,2,0.255760921,0.255760921,0.0,0.0,12.8,0.0,10.57142857,6.4,6.4,6.4,6.4,5.76654633,6.4,6.933333333,6.4,0.0,2.909090909,6.4,3.674074074,1.066666667,6.4,6.4,0.507317073,4.283687943,3.727203065,5.401212121,0.0,0.0,1.011111111,0.581381381
2023/7/3 17:00,18.7,50.02,0.0,38.0,7,0.255744043,0.255744043,0.0,0.0,12.8,0.0,10.66666667,6.4,6.4,6.4,6.4,5.770397112,6.4,6.933333333,6.4,0.0,2.933333333,6.4,3.792592593,0.0,6.4,6.4,0.494308943,4.266666667,3.714942529,5.362424242,1.066666667,0.0,1.0,0.557357357
2023/7/3 18:00,18.7,54.78,0.0,38.1,2,0.255759207,0.255759207,5.225,0.533333333,10.66666667,0.0,12.8,5.866666667,5.866666667,5.866666667,5.333333333,5.774247894,5.866666667,6.933333333,6.4,0.0,2.957575758,6.4,3.911111111,0.533333333,5.866666667,6.4,0.481300813,4.24964539,3.702681992,5.323636364,1.108346624,0.0,0.988888889,0.533333333
2023/7/3 19:00,18.6,58.5,0.0,35.1,1,0.255759413,0.255759413,0.0,0.0,2.666666667,0.0,12.8,6.4,6.4,6.4,7.466666667,5.778098676,6.4,6.933333333,6.4,0.0,2.981818182,6.4,4.02962963,4.8,6.933333333,6.4,0.468292683,4.232624113,3.690421456,5.284848485,1.150026582,0.0,0.977777778,0.0
2023/7/3 20:00,17.7,65.72,0.018,36.3,0,0.255759683,0.255759683,0.0,0.0,0.0,0.533333333,12.8,6.4,6.4,6.4,6.4,5.781949458,6.4,6.933333333,6.4,0.0,3.006060606,6.4,4.148148148,4.373333333,6.4,6.4,0.455284553,4.215602837,3.67816092,5.246060606,1.191706539,0.0,0.966666667,0.0
2023/7/3 21:00,15.5,88.13,0.0,29.8,0,0.25575988,0.25575988,0.0,0.0,0.0,3.2,12.8,6.4,6.4,6.933333333,6.247619048,5.785800241,3.2,6.4,6.4,0.0,3.03030303,6.4,4.266666667,3.946666667,6.4,6.4,0.442276423,4.19858156,3.665900383,5.207272727,1.233386497,0.0,0.955555556,0.0
2023/7/3 22:00,15.1,85.75,0.0,28.0,0,0.255759802,0.255759802,0.0,0.0,0.0,0.0,12.8,6.4,6.4,8.0,6.095238095,5.789651023,0.0,6.4,6.4,0.0,3.054545455,6.4,4.385185185,3.52,6.4,6.4,0.429268293,4.181560284,3.653639847,5.168484848,1.275066454,0.0,0.944444444,0.0
2023/7/3 23:00,15.2,83.94,0.146,20.7,0,0.255761919,0.255761919,0.0,1.6,0.0,0.0,12.8,6.4,6.4,9.066666667,5.942857143,5.793501805,0.0,6.4,6.4,0.0,3.078787879,6.4,4.503703704,3.093333333,6.4,6.4,0.416260163,4.164539007,3.64137931,5.12969697,1.316746411,0.0,0.933333333,0.0
2023/7/4 0:00,14.9,85.4,0.0,20.6,0,0.255759532,0.255759532,0.0,6.4,0.0,0.0,15.46666667,6.4,6.4,6.4,5.79047619,5.797352587,2.133333333,6.4,6.4,0.0,3.103030303,6.4,4.622222222,2.666666667,6.4,6.4,0.403252033,4.14751773,3.629118774,5.090909091,1.358426369,0.0,0.922222222,0.0
2023/7/4 1:00,15.7,76.78,0.0,19.2,0,0.255773312,0.255773312,0.0,6.4,6.4,0.0,19.2,11.73333333,6.4,7.466666667,5.638095238,5.801203369,6.4,6.4,6.4,0.0,3.127272727,6.4,4.740740741,3.2,6.4,6.4,0.390243902,4.130496454,3.616858238,5.052121212,1.400106326,0.0,0.911111111,0.0
2023/7/4 2:00,14.9,80.56,3.922,18.7,0,0.255760464,0.255760464,0.0,6.4,6.4,0.0,19.2,12.8,6.4,6.4,5.485714286,5.805054152,6.4,6.4,6.4,0.0,3.151515152,6.4,4.859259259,0.0,1.6,6.4,0.377235772,4.113475177,3.604597701,5.013333333,1.441786284,0.0,0.9,0.0
2023/7/4 3:00,14.9,72.43,0.0,19.2,0,0.255760399,0.255760399,0.0,6.4,0.0,3.2,19.2,12.8,6.4,6.4,5.333333333,5.808904934,1.066666667,6.4,6.4,0.533333333,3.175757576,6.4,4.977777778,0.0,0.0,6.4,0.364227642,4.096453901,3.592337165,4.974545455,1.483466241,0.0,0.888888889,0.0
2023/7/4 4:00,14.8,73.39,0.0,18.6,0,0.25576029,0.25576029,41.66666667,6.4,0.0,8.0,19.2,12.8,6.4,1.066666667,5.180952381,5.812755716,0.0,6.4,6.4,2.488888889,3.2,6.4,5.096296296,0.0,0.0,6.4,0.351219512,4.079432624,3.580076628,4.935757576,1.525146199,0.0,0.877777778,0.0
